Pillar,Sub-Pillar,Country Name,agg_score,count_source,agg_score_wt
Business,Financing Incentives,United States of America (the),4.528901338333332,1,0.5032112598148146
Business,Startup Environment,United States of America (the),5.58171164021164,5,3.1009509112286886
Business,Startup Environment,United States of America (the),5.34169749425,2,1.1870438876111111
Business,Technology Adoption,United States of America (the),3.252517857142857,6,2.1683452380952377
Business,Technology Adoption,United States of America (the),5.55,1,0.6166666666666666
Foundations,Data Exchange,United States of America (the),4.25,1,0.53125
Foundations,Digital Legal Identity,United States of America (the),1.8,1,0.225
Foundations,Digital Legal Identity,United States of America (the),6.0,1,0.75
Foundations,Digital Payments,United States of America (the),5.23375,8,5.23375
Government,Capabilities,United States of America (the),4.691588785046729,1,0.7819314641744548
Government,Digital Public Services,United States of America (the),2.431050430224869,2,0.8103501434082896
Government,Digital Public Services,United States of America (the),5.491094387755103,4,3.660729591836735
Government,Funding and procurement,United States of America (the),6.0,1,1.0
Infrastructure,Connectivity Technology,United States of America (the),3.529098941211529,10,1.534390844005013
Infrastructure,Connectivity Technology,United States of America (the),5.191200922181818,11,2.482748267130435
Infrastructure,Innovation Ecosystem,United States of America (the),2.216732260452792,1,0.0963796634979474
Infrastructure,Innovation Ecosystem,United States of America (the),4.699127941875,4,0.8172396420652174
Infrastructure,Innovation Ecosystem,United States of America (the),3.599897308333334,3,0.469551822826087
People,Culture,United States of America (the),5.2675,2,0.6584375
People,Digital Literacy Skills,United States of America (the),4.1336714143333335,3,0.7750633901875
People,Digital Wellbeing,United States of America (the),3.8102118678547474,6,1.4288294504455303
People,Usage and ownership,United States of America (the),4.081631772041332,12,3.061223829030999
Regulation,Cybersecurity,United States of America (the),4.75,1,4.75
Regulation,Ethical Standards,United States of America (the),4.6,1,4.6
Strategy,Ambition,United States of America (the),4.8,1,4.8
