Country Name,Total Average Sub-Pillar Score,Total Average Sub-Pillar Score Weight,Pillar,Pillar Score,Pillar Score Weight
Afghanistan,2.5947697721219574,1.638313704671837,Business,3.0662916666666664,0.5783425925925926
Afghanistan,2.5947697721219574,1.638313704671837,Foundations,2.1999999999999997,1.0687499999999999
Afghanistan,2.5947697721219574,1.638313704671837,Government,2.1268333333333334,0.8507333333333333
Afghanistan,2.5947697721219574,1.638313704671837,Infrastructure,2.5207154958782523,2.191926518155002
Afghanistan,2.5947697721219574,1.638313704671837,People,1.7545479089754514,0.28344348862193147
Afghanistan,2.5947697721219574,1.638313704671837,Regulation,2.8,2.8
Afghanistan,2.5947697721219574,1.638313704671837,Strategy,3.695,3.695
Africa,1.0585266370550304,0.0460228972632621,Infrastructure,1.0585266370550304,0.0460228972632621
Africa Eastern and Southern,3.036529348166667,0.22978716724315612,Business,2.891025640833333,0.3212250712037036
Africa Eastern and Southern,3.036529348166667,0.22978716724315612,Infrastructure,3.1820330555000003,0.1383492632826087
Africa Western and Central,3.505126445916667,0.2688329021332528,Business,3.4431818183333336,0.3825757575925926
Africa Western and Central,3.505126445916667,0.2688329021332528,Infrastructure,3.5670710735,0.155090046673913
Albania,3.4761370186705185,2.2020134120276067,Business,3.236159892522222,1.4010657180679011
Albania,3.4761370186705185,2.2020134120276067,Foundations,3.3380952380952382,1.5833333333333333
Albania,3.4761370186705185,2.2020134120276067,Government,3.4773333333333336,1.3909333333333336
Albania,3.4761370186705185,2.2020134120276067,Infrastructure,2.5866123507636356,1.9666936712602296
Albania,3.4761370186705185,2.2020134120276067,People,3.6447583159791983,1.0220678281984474
Albania,3.4761370186705185,2.2020134120276067,Regulation,3.5,3.5
Albania,3.4761370186705185,2.2020134120276067,Strategy,4.55,4.55
Algeria,2.9700973276773888,1.872138734813505,Business,2.626213700931111,0.9179416380481481
Algeria,2.9700973276773888,1.872138734813505,Foundations,2.5741071428571427,1.47421875
Algeria,2.9700973276773888,1.872138734813505,Government,1.4964883177570094,0.4378476635514019
Algeria,2.9700973276773888,1.872138734813505,Infrastructure,2.496615146081874,1.6763251459472182
Algeria,2.9700973276773888,1.872138734813505,People,3.602256986114586,0.6036379461477663
Algeria,2.9700973276773888,1.872138734813505,Regulation,3.45,3.45
Algeria,2.9700973276773888,1.872138734813505,Strategy,4.545,4.545
American Samoa,1.815188859307363,0.1074538634481462,Infrastructure,0.6303777186147259,0.0274077268962924
American Samoa,1.815188859307363,0.1074538634481462,People,3.0,0.1875
Andorra,2.129460671288032,0.502168726347194,Foundations,2.3375,0.584375
Andorra,2.129460671288032,0.502168726347194,Government,2.3238333333333334,0.9295333333333334
Andorra,2.129460671288032,0.502168726347194,Infrastructure,1.768759351818795,0.3076103220554426
Andorra,2.129460671288032,0.502168726347194,People,2.0877499999999998,0.18715625
Angola,2.741499816107528,1.6525207440189769,Business,1.8534182759555555,0.7944005005925927
Angola,2.741499816107528,1.6525207440189769,Foundations,3.8,1.4249999999999998
Angola,2.741499816107528,1.6525207440189769,Government,2.2343333333333333,0.8937333333333334
Angola,2.741499816107528,1.6525207440189769,Infrastructure,1.4024459027442062,0.9734474466838006
Angola,2.741499816107528,1.6525207440189769,People,2.7603012007196006,0.34106392752310977
Angola,2.741499816107528,1.6525207440189769,Regulation,3.625,3.625
Angola,2.741499816107528,1.6525207440189769,Strategy,3.515,3.515
Anguilla,4.0,0.25,People,4.0,0.25
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,Business,3.5286666666666666,0.784148148148148
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,Foundations,1.96875,0.4140625
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,Government,2.2253333333333334,0.8901333333333334
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,Infrastructure,1.2341437017891377,0.3219505309015141
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,People,1.997858853330488,0.1624557616664888
Antigua and Barbuda,2.5174587591866042,1.1204583790082474,Regulation,4.15,4.15
Argentina,3.6244521497297453,2.422175481671565,Business,2.7806681246666667,1.3451481508641976
Argentina,3.6244521497297453,2.422175481671565,Foundations,3.7047619047619045,1.4916666666666665
Argentina,3.6244521497297453,2.422175481671565,Government,3.1513075126169685,1.8565600287851638
Argentina,3.6244521497297453,2.422175481671565,Infrastructure,2.7023807488218425,1.984902479827737
Argentina,3.6244521497297453,2.422175481671565,People,4.167046757240833,1.4119510455571884
Argentina,3.6244521497297453,2.422175481671565,Regulation,4.225,4.225
Argentina,3.6244521497297453,2.422175481671565,Strategy,4.640000000000001,4.640000000000001
Armenia,3.6319109314707285,2.4157437297663202,Business,3.424505774788889,1.4690350135246915
Armenia,3.6319109314707285,2.4157437297663202,Foundations,3.4892857142857143,1.928125
Armenia,3.6319109314707285,2.4157437297663202,Government,3.430001685978038,1.381365497568131
Armenia,3.6319109314707285,2.4157437297663202,Infrastructure,2.970217513324835,2.040682121173966
Armenia,3.6319109314707285,2.4157437297663202,People,2.9693658319176244,0.9509984760974544
Armenia,3.6319109314707285,2.4157437297663202,Regulation,4.55,4.55
Armenia,3.6319109314707285,2.4157437297663202,Strategy,4.59,4.59
Aruba,4.581972705499246,0.33420346895645614,Infrastructure,3.9114454109984913,0.3401256879129122
Aruba,4.581972705499246,0.33420346895645614,People,5.2525,0.32828125
Australia,4.193538412709396,2.738794598205321,Business,3.731983749496635,1.9109830249730653
Australia,4.193538412709396,2.738794598205321,Foundations,4.3799375000000005,2.2236875
Australia,4.193538412709396,2.738794598205321,Government,3.8551060501721595,1.8868885784554847
Australia,4.193538412709396,2.738794598205321,Infrastructure,3.50673060465573,2.2367302382268406
Australia,4.193538412709396,2.738794598205321,People,4.226010984641249,1.2582728457818577
Australia,4.193538412709396,2.738794598205321,Regulation,4.875,4.875
Australia,4.193538412709396,2.738794598205321,Strategy,4.779999999999999,4.779999999999999
Austria,4.472613400132821,3.0465598478315625,Business,3.712948350668171,2.185436618963966
Austria,4.472613400132821,3.0465598478315625,Foundations,3.773809523809524,1.8458333333333332
Austria,4.472613400132821,3.0465598478315625,Government,5.457713451485349,2.594208144365849
Austria,4.472613400132821,3.0465598478315625,Infrastructure,3.8413033614379364,2.6705144712320186
Austria,4.472613400132821,3.0465598478315625,People,4.317519113528769,1.8249263669257736
Austria,4.472613400132821,3.0465598478315625,Regulation,5.1,5.1
Austria,4.472613400132821,3.0465598478315625,Strategy,5.105,5.105
Azerbaijan,3.4305359813994127,2.2040257094416447,Business,3.9580122413444436,1.6659023376604936
Azerbaijan,3.4305359813994127,2.2040257094416447,Foundations,3.473214285714286,2.096875
Azerbaijan,3.4305359813994127,2.2040257094416447,Government,3.0340901740370914,1.2840055062914135
Azerbaijan,3.4305359813994127,2.2040257094416447,Infrastructure,2.7412187324660344,1.7903578240846403
Azerbaijan,3.4305359813994127,2.2040257094416447,People,3.4372164362340336,1.2210392980549654
Azerbaijan,3.4305359813994127,2.2040257094416447,Regulation,2.75,2.75
Azerbaijan,3.4305359813994127,2.2040257094416447,Strategy,4.62,4.62
Bahamas (the),3.623666648590809,1.3555716180284587,Business,3.7225,0.8272222222222222
Bahamas (the),3.623666648590809,1.3555716180284587,Foundations,3.194444444444444,0.47152777777777777
Bahamas (the),3.623666648590809,1.3555716180284587,Government,4.23875,1.6955
Bahamas (the),3.623666648590809,1.3555716180284587,Infrastructure,2.5744263401975878,0.5937448811768259
Bahamas (the),3.623666648590809,1.3555716180284587,People,3.9618791069028214,0.4954348269939263
Bahamas (the),3.623666648590809,1.3555716180284587,Regulation,4.05,4.05
Bahrain,3.7322583855042644,2.170467099697943,Business,3.462028328955556,1.2720316588024694
Bahrain,3.7322583855042644,2.170467099697943,Foundations,4.300000000000001,2.6500000000000004
Bahrain,3.7322583855042644,2.170467099697943,Government,3.27,1.3079999999999998
Bahrain,3.7322583855042644,2.170467099697943,Infrastructure,3.600341920012806,1.5269734965566935
Bahrain,3.7322583855042644,2.170467099697943,People,4.68843844956149,1.631264542526438
Bahrain,3.7322583855042644,2.170467099697943,Regulation,2.5,2.5
Bahrain,3.7322583855042644,2.170467099697943,Strategy,4.305,4.305
Bangladesh,2.964800791380643,1.8329315338132974,Business,2.530601781433333,1.0697560099320989
Bangladesh,2.964800791380643,1.8329315338132974,Foundations,2.407142857142857,1.0687499999999999
Bangladesh,2.964800791380643,1.8329315338132974,Government,3.05378738317757,1.221057476635514
Bangladesh,2.964800791380643,1.8329315338132974,Infrastructure,2.3496334299190256,1.5477588122810193
Bangladesh,2.964800791380643,1.8329315338132974,People,3.2124400879917174,0.7231984378444516
Bangladesh,2.964800791380643,1.8329315338132974,Regulation,3.025,3.025
Bangladesh,2.964800791380643,1.8329315338132974,Strategy,4.175,4.175
Bangladesh Chittagong,3.1445,0.3493888888888888,Business,3.1445,0.3493888888888888
Bangladesh Dhaka,3.0855,0.3428333333333333,Business,3.0855,0.3428333333333333
Barbados,3.4118255667325315,1.9365735184491597,Business,2.9166700641666665,0.7666300071296295
Barbados,3.4118255667325315,1.9365735184491597,Foundations,2.225,0.684375
Barbados,3.4118255667325315,1.9365735184491597,Government,3.7256378504672893,1.007077570093458
Barbados,3.4118255667325315,1.9365735184491597,Infrastructure,2.7927602439209185,1.9427897349015084
Barbados,3.4118255667325315,1.9365735184491597,People,3.5527108085728454,0.4851423170195224
Barbados,3.4118255667325315,1.9365735184491597,Regulation,4.25,4.25
Barbados,3.4118255667325315,1.9365735184491597,Strategy,4.42,4.42
Belarus,3.8581727714860414,2.4459430384703142,Business,3.2354287473125,1.4379683321388887
Belarus,3.8581727714860414,2.4459430384703142,Foundations,3.710714285714286,2.434375
Belarus,3.8581727714860414,2.4459430384703142,Government,4.55658250819555,1.6367532432350866
Belarus,3.8581727714860414,2.4459430384703142,Infrastructure,3.28637964241661,2.1043601192408876
Belarus,3.8581727714860414,2.4459430384703142,People,4.2281042167633425,1.5181445746773343
Belarus,3.8581727714860414,2.4459430384703142,Regulation,3.05,3.05
Belarus,3.8581727714860414,2.4459430384703142,Strategy,4.94,4.94
Belgium,4.41865139132039,2.922700809931437,Business,3.666387434658724,1.8255590305132232
Belgium,4.41865139132039,2.922700809931437,Foundations,4.398229166666667,2.4367708333333336
Belgium,4.41865139132039,2.922700809931437,Government,4.943527329456917,1.812845369636767
Belgium,4.41865139132039,2.922700809931437,Infrastructure,3.377965711077843,2.4763132889216863
Belgium,4.41865139132039,2.922700809931437,People,4.4844500973825845,1.8474171471150478
Belgium,4.41865139132039,2.922700809931437,Regulation,4.95,4.95
Belgium,4.41865139132039,2.922700809931437,Strategy,5.11,5.11
Belgium Estonia,4.125,0.1793478260869565,Infrastructure,4.125,0.1793478260869565
Belize,3.0210672104343663,1.7312681393335538,Business,3.345791666666667,0.5529537037037038
Belize,3.0210672104343663,1.7312681393335538,Foundations,2.425,0.909375
Belize,3.0210672104343663,1.7312681393335538,Government,1.6038333333333334,0.6415333333333334
Belize,3.0210672104343663,1.7312681393335538,Infrastructure,2.811163964306933,1.9555923229961272
Belize,3.0210672104343663,1.7312681393335538,People,3.3416815087336325,0.4394226153017114
Belize,3.0210672104343663,1.7312681393335538,Regulation,3.4,3.4
Belize,3.0210672104343663,1.7312681393335538,Strategy,4.220000000000001,4.220000000000001
Benin,2.731716415859521,1.7617040008068077,Business,2.504184105388889,1.0204050386728396
Benin,2.731716415859521,1.7617040008068077,Foundations,2.5044642857142856,1.43203125
Benin,2.731716415859521,1.7617040008068077,Government,2.4323333333333337,0.9729333333333336
Benin,2.731716415859521,1.7617040008068077,Infrastructure,2.164057793557666,1.4484433595015644
Benin,2.731716415859521,1.7617040008068077,People,2.521975393022476,0.4631150241399152
Benin,2.731716415859521,1.7617040008068077,Regulation,3.5,3.5
Benin,2.731716415859521,1.7617040008068077,Strategy,3.495,3.495
Bermuda,2.657525017415448,0.35240530006146736,Government,1.2527089359388883,0.2505417871877777
Bermuda,2.657525017415448,0.35240530006146736,Infrastructure,4.508616116307455,0.5880803629966246
Bermuda,2.657525017415448,0.35240530006146736,People,2.2112499999999997,0.21859374999999998
Bhutan,3.190342943166197,1.5064381558867561,Business,3.082666666666667,0.536148148148148
Bhutan,3.190342943166197,1.5064381558867561,Foundations,3.7125000000000004,1.453125
Bhutan,3.190342943166197,1.5064381558867561,Government,2.114749221183801,0.7085165109034268
Bhutan,3.190342943166197,1.5064381558867561,Infrastructure,2.9701021999867905,1.465428331147359
Bhutan,3.190342943166197,1.5064381558867561,People,2.7620395711599257,0.37541094512160245
Bhutan,3.190342943166197,1.5064381558867561,Strategy,4.5,4.5
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Business,2.524320413866667,0.605890393285185
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Foundations,2.867261904761905,1.2776041666666667
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Government,2.0716760124610594,0.6772685358255452
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Infrastructure,2.3107699873484067,1.0189911950996347
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,People,3.3768259953135997,0.5705609829398487
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Regulation,2.9,2.9
Bolivia (Plurinational State of),2.9186934733930907,1.63290218197384,Strategy,4.38,4.38
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Business,2.974482123122222,1.3388531708703704
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Foundations,3.2047619047619045,1.4791666666666667
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Government,2.966217967077622,1.7797307802465732
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Infrastructure,2.651333859466593,1.914366602150506
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,People,3.7166970472563445,1.0722182711391044
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Regulation,3.6,3.6
Bosnia and Herzegovina,3.39978470024067,2.2670479272961743,Strategy,4.6850000000000005,4.6850000000000005
Botswana,2.932122678216139,1.8792557784413255,Business,2.8350808200111106,1.2193194408703707
Botswana,2.932122678216139,1.8792557784413255,Foundations,2.4857142857142858,1.2375
Botswana,2.932122678216139,1.8792557784413255,Government,1.8653107476635515,0.5620121495327103
Botswana,2.932122678216139,1.8792557784413255,Infrastructure,2.3303830553651896,1.4673654696648022
Botswana,2.932122678216139,1.8792557784413255,People,2.9133698387588343,0.573593389021394
