Country Name,Pillar,Pillar Score,Sub-Pillar,Sub-Pillar Score,Country Score
Afghanistan,Business,3.0662916666666664,Startup Environment,4.277583333333333,2.4582108050087226
Afghanistan,Business,3.0662916666666664,Technology Adoption,1.855,2.4582108050087226
Afghanistan,Foundations,2.1999999999999997,Data Exchange,1.6,2.4582108050087226
Afghanistan,Foundations,2.1999999999999997,Digital Legal Identity,3.65,2.4582108050087226
Afghanistan,Foundations,2.1999999999999997,Digital Payments,1.35,2.4582108050087226
Afghanistan,Government,3.19025,Digital public services,3.19025,2.4582108050087226
Afghanistan,Infrastructure,2.5207154958782523,Connectivity Technology,2.5207154958782523,2.4582108050087226
Afghanistan,People,1.7545479089754514,Culture,1.15,2.4582108050087226
Afghanistan,People,1.7545479089754514,Digital Literacy Skills,2.864,2.4582108050087226
Afghanistan,People,1.7545479089754514,Digital Wellbeing,1.651191635901807,2.4582108050087226
Afghanistan,People,1.7545479089754514,Usage and ownership,1.353,2.4582108050087226
Afghanistan,Regulation,2.8,Ethical Standards,2.8,2.4582108050087226
Afghanistan,Strategy,3.695,Ambition,3.695,2.4582108050087226
Africa,Infrastructure,1.0585266370550304,Connectivity Technology,1.0585266370550304,1.0585266370550304
Africa Eastern and Southern,Business,2.891025640833333,Startup Environment,2.891025640833333,3.036529348166667
Africa Eastern and Southern,Infrastructure,3.1820330555000003,Connectivity Technology,3.1820330555000003,3.036529348166667
Africa Western and Central,Business,3.4431818183333336,Startup Environment,3.4431818183333336,3.505126445916667
Africa Western and Central,Infrastructure,3.5670710735,Connectivity Technology,3.5670710735,3.505126445916667
Albania,Business,3.236159892522222,Financing Incentives,2.678406,3.516068223819763
Albania,Business,3.236159892522222,Startup Environment,4.146473677566666,3.516068223819763
Albania,Business,3.236159892522222,Technology Adoption,2.8836000000000004,3.516068223819763
Albania,Foundations,3.3380952380952382,Data Exchange,2.8,3.516068223819763
Albania,Foundations,3.3380952380952382,Digital Legal Identity,5.1,3.516068223819763
Albania,Foundations,3.3380952380952382,Digital Payments,2.1142857142857143,3.516068223819763
Albania,Government,5.216,Digital public services,5.216,3.516068223819763
Albania,Infrastructure,2.5866123507636356,Connectivity Technology,3.672368951150604,3.516068223819763
Albania,Infrastructure,2.5866123507636356,Innovation Ecosystem,1.5008557503766666,3.516068223819763
Albania,People,3.6447583159791983,Culture,4.364322281,3.516068223819763
Albania,People,3.6447583159791983,Digital Literacy Skills,4.57101682575,3.516068223819763
Albania,People,3.6447583159791983,Digital Wellbeing,2.77337538503343,3.516068223819763
Albania,People,3.6447583159791983,Usage and ownership,2.8703187721333627,3.516068223819763
Albania,Regulation,3.5,Ethical Standards,3.5,3.516068223819763
Albania,Strategy,4.55,Ambition,4.55,3.516068223819763
Algeria,Business,2.626213700931111,Financing Incentives,3.0705203216666668,2.940656017376249
Algeria,Business,2.626213700931111,Startup Environment,2.4814207811266664,2.940656017376249
Algeria,Business,2.626213700931111,Technology Adoption,2.3267,2.940656017376249
Algeria,Foundations,2.5741071428571427,Digital Legal Identity,3.1124999999999994,2.940656017376249
Algeria,Foundations,2.5741071428571427,Digital Payments,2.0357142857142856,2.940656017376249
Algeria,Government,1.8428633177570093,Capabilities,1.6074766355140184,2.940656017376249
Algeria,Government,1.8428633177570093,Digital public services,2.07825,2.940656017376249
Algeria,Infrastructure,2.496615146081874,Connectivity Technology,3.2590503282970813,2.940656017376249
Algeria,Infrastructure,2.496615146081874,Innovation Ecosystem,1.7341799638666668,2.940656017376249
Algeria,People,3.602256986114586,Culture,4.9226718905,2.940656017376249
Algeria,People,3.602256986114586,Digital Literacy Skills,4.4830000000000005,2.940656017376249
Algeria,People,3.602256986114586,Digital Wellbeing,2.6338413037780075,2.940656017376249
Algeria,People,3.602256986114586,Usage and ownership,2.3695147501803366,2.940656017376249
Algeria,Regulation,3.45,Ethical Standards,3.45,2.940656017376249
Algeria,Strategy,4.545,Ambition,4.545,2.940656017376249
American Samoa,Infrastructure,0.6303777186147259,Connectivity Technology,0.6303777186147259,1.815188859307363
American Samoa,People,3.0,Usage and ownership,3.0,1.815188859307363
Andorra,Foundations,2.3375,Digital Legal Identity,2.3375,2.3535018703637585
Andorra,Government,3.48575,Digital public services,3.48575,2.3535018703637585
Andorra,Infrastructure,1.768759351818795,Connectivity Technology,1.768759351818795,2.3535018703637585
Andorra,People,2.0877499999999998,Digital Literacy Skills,2.362,2.3535018703637585
Andorra,People,2.0877499999999998,Usage and ownership,1.8135,2.3535018703637585
Angola,Business,1.8534182759555555,Financing Incentives,1.588115155833333,2.6659179597309626
Angola,Business,1.8534182759555555,Startup Environment,2.125239672033333,2.6659179597309626
Angola,Business,1.8534182759555555,Technology Adoption,1.8469000000000002,2.6659179597309626
Angola,Foundations,3.7999999999999994,Digital Legal Identity,3.7999999999999994,2.6659179597309626
Angola,Government,3.3515,Digital public services,3.3515,2.6659179597309626
Angola,Infrastructure,1.4024459027442062,Connectivity Technology,2.3040469962634123,2.6659179597309626
Angola,Infrastructure,1.4024459027442062,Innovation Ecosystem,0.500844809225,2.6659179597309626
Angola,People,2.7603012007196006,Culture,3.8989250185,2.6659179597309626
Angola,People,2.7603012007196006,Digital Literacy Skills,3.6475,2.6659179597309626
Angola,People,2.7603012007196006,Digital Wellbeing,1.671753090822845,2.6659179597309626
Angola,People,2.7603012007196006,Usage and ownership,1.823026693555556,2.6659179597309626
Angola,Regulation,3.625,Cybersecurity,4.1,2.6659179597309626
Angola,Regulation,3.625,Ethical Standards,3.15,2.6659179597309626
Angola,Strategy,3.515,Ambition,3.515,2.6659179597309626
Anguilla,People,4.0,Usage and ownership,4.0,4.0
Antigua and Barbuda,Business,3.5286666666666666,Startup Environment,3.5286666666666666,2.464654103160808
Antigua and Barbuda,Foundations,1.96875,Data Exchange,1.25,2.464654103160808
Antigua and Barbuda,Foundations,1.96875,Digital Legal Identity,2.6875,2.464654103160808
Antigua and Barbuda,Government,3.338,Digital public services,3.338,2.464654103160808
Antigua and Barbuda,Infrastructure,1.2341437017891377,Connectivity Technology,1.2341437017891377,2.464654103160808
Antigua and Barbuda,People,1.997858853330488,Digital Literacy Skills,2.3795,2.464654103160808
Antigua and Barbuda,People,1.997858853330488,Digital Wellbeing,1.809776559991463,2.464654103160808
Antigua and Barbuda,People,1.997858853330488,Usage and ownership,1.8043,2.464654103160808
Antigua and Barbuda,Regulation,4.15,Ethical Standards,4.15,2.464654103160808
Argentina,Business,2.7806681246666667,Financing Incentives,2.1068387825,3.51541697607839
Argentina,Business,2.7806681246666667,Startup Environment,3.1988322581666666,3.51541697607839
Argentina,Business,2.7806681246666667,Technology Adoption,3.0363333333333333,3.51541697607839
Argentina,Foundations,3.7047619047619045,Data Exchange,4.0,3.51541697607839
Argentina,Foundations,3.7047619047619045,Digital Legal Identity,4.5,3.51541697607839
Argentina,Foundations,3.7047619047619045,Digital Payments,2.6142857142857143,3.51541697607839
Argentina,Government,2.8860889848394335,Capabilities,2.214953271028037,3.51541697607839
Argentina,Government,2.8860889848394335,Digital public services,4.953666666666666,3.51541697607839
Argentina,Government,2.8860889848394335,Funding and procurement,1.4896470168235978,3.51541697607839
Argentina,Infrastructure,2.7023807488218425,Connectivity Technology,3.564812239238007,3.51541697607839
Argentina,Infrastructure,2.7023807488218425,Innovation Ecosystem,1.839949258405678,3.51541697607839
Argentina,People,4.167046757240833,Culture,4.9131072235,3.51541697607839
Argentina,People,4.167046757240833,Digital Literacy Skills,4.088333333333334,3.51541697607839
Argentina,People,4.167046757240833,Digital Wellbeing,3.954550866149987,3.51541697607839
Argentina,People,4.167046757240833,Usage and ownership,3.712195605980012,3.51541697607839
Argentina,Regulation,4.225,Cybersecurity,4.55,3.51541697607839
Argentina,Regulation,4.225,Ethical Standards,3.9,3.51541697607839
Argentina,Strategy,4.640000000000001,Ambition,4.640000000000001,3.51541697607839
Armenia,Business,3.424505774788889,Financing Incentives,2.925910314166667,3.3374151301837234
Armenia,Business,3.424505774788889,Startup Environment,4.0599070102,3.3374151301837234
Armenia,Business,3.424505774788889,Technology Adoption,3.2877,3.3374151301837234
Armenia,Foundations,3.4892857142857143,Digital Legal Identity,4.5,3.3374151301837234
Armenia,Foundations,3.4892857142857143,Digital Payments,2.4785714285714286,3.3374151301837234
Armenia,Government,3.0628849918937706,Capabilities,3.383177570093458,3.3374151301837234
Armenia,Government,3.0628849918937706,Digital public services,4.625,3.3374151301837234
Armenia,Government,3.0628849918937706,Funding and procurement,1.1804774055878524,3.3374151301837234
Armenia,Infrastructure,2.970217513324835,Connectivity Technology,3.564955691153004,3.3374151301837234
Armenia,Infrastructure,2.970217513324835,Innovation Ecosystem,2.3754793354966663,3.3374151301837234
Armenia,People,2.9693658319176244,Culture,1.6270738125,3.3374151301837234
Armenia,People,2.9693658319176244,Digital Literacy Skills,4.478471932875,3.3374151301837234
Armenia,People,2.9693658319176244,Digital Wellbeing,2.7710190598766755,3.3374151301837234
Armenia,People,2.9693658319176244,Usage and ownership,3.0008985224188227,3.3374151301837234
Armenia,Regulation,4.55,Cybersecurity,4.55,3.3374151301837234
Armenia,Strategy,4.59,Ambition,4.59,3.3374151301837234
Aruba,Infrastructure,3.9114454109984913,Connectivity Technology,3.9114454109984913,4.581972705499246
Aruba,People,5.2525,Usage and ownership,5.2525,4.581972705499246
Australia,Business,3.731983749496635,Financing Incentives,3.1158331633333334,4.20137473355264
Australia,Business,3.731983749496635,Startup Environment,4.591903799442287,4.20137473355264
Australia,Business,3.731983749496635,Technology Adoption,3.4882142857142857,4.20137473355264
Australia,Foundations,4.3799375000000005,Data Exchange,4.95,4.20137473355264
Australia,Foundations,4.3799375000000005,Digital Legal Identity,2.85,4.20137473355264
Australia,Foundations,4.3799375000000005,Digital Payments,5.3398125,4.20137473355264
Australia,Government,4.320050787014265,Capabilities,3.990654205607477,4.20137473355264
Australia,Government,4.320050787014265,Digital public services,4.649447368421052,4.20137473355264
Australia,Infrastructure,3.50673060465573,Connectivity Technology,4.13810480717342,4.20137473355264
Australia,Infrastructure,3.50673060465573,Innovation Ecosystem,2.87535640213804,4.20137473355264
Australia,People,4.226010984641249,Culture,5.3625,4.20137473355264
Australia,People,4.226010984641249,Digital Literacy Skills,3.695,4.20137473355264
Australia,People,4.226010984641249,Digital Wellbeing,4.012744313902767,4.20137473355264
Australia,People,4.226010984641249,Usage and ownership,3.833799624662229,4.20137473355264
Australia,Regulation,4.875,Cybersecurity,4.75,4.20137473355264
Australia,Regulation,4.875,Ethical Standards,5.0,4.20137473355264
Australia,Strategy,4.779999999999999,Ambition,4.779999999999999,4.20137473355264
Austria,Business,3.712948350668171,Financing Incentives,3.25864172,4.294649308475442
Austria,Business,3.712948350668171,Startup Environment,3.6467398320045135,4.294649308475442
Austria,Business,3.712948350668171,Technology Adoption,4.2334635,4.294649308475442
Austria,Foundations,3.773809523809524,Data Exchange,3.45,4.294649308475442
