,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better
0,Afghanistan,2019.0,% of population covered by mobile 2G+ data connectivity,90.0,4.921251348435814,True
1,Afghanistan,2019.0,Spectrum Allocated to Mobile Providers,17.62,1.5776848591549295,True
2,Afghanistan,2021.0,ISP internet download speed average ,10.28,1.1124598357729385,True
3,Afghanistan,2019.0,Internet Exchange Points (IXPs) map,1.0,1.0,True
4,Afghanistan,2020.0,Mobile Coverage Maps,58.25581184,1.2891364091356785,True
5,Afghanistan,2019.0,"Country, Industry, Skill Migration Data (Industry)",-1369.0,4.082766791232459,True
6,Afghanistan,2020.0,Global Cybersecurity Index (GCI),5.2,1.2096774193548387,True
7,Afghanistan,2021.0,National cyber security index,11.69,1.5479957805907172,True
8,Afghanistan,2019.0,% of population covered by mobile 5G+ data connectivity,0.0,1.0,True
9,Afghanistan,2019.0,Cellphone Signal Density,38.47999954,2.1179261690762337,True
10,Afghanistan,2017.0,Banking Ecosystem size,3.43,1.0051290144401483,True
11,Afghanistan,2019.0,% of population covered by mobile 4G+ data connectivity,15.0,1.75,True
12,Afghanistan,2018.0,Logistics Performance Index (LPI) - Infrastructure Rating,2.38,1.7172995780590714,True
13,Afghanistan,2019.0,GSMA Mobile Connectivity Index ,28.94,2.041532724701041,True
14,Afghanistan,2020.0,Telecommunication Infrastructure Index (TII),0.1762,1.881,True
15,Afghanistan,2019.0,"Country, Industry, Skill Migration Data (Country)",23.01,3.1942079809949377,True
16,Afghanistan,2021.0,Electricity Environmental Sustainability,53.9,2.638655462184873,True
17,Afghanistan,2019.0,"Country, Industry, Skill Migration Data (Skill)",-35926.599999999984,4.221400179891791,True
18,Afghanistan,2021.0,Average fixed broadband download speeds ,10.31,1.154793906810036,True
19,Afghanistan,2019.0,% of population covered by electricity,97.7,5.876714558404967,True
20,Afghanistan,2021.0,Mobile download speed average ,6.71,1.0,True
21,Afghanistan,2019.0,Mobile dowload speed at the slowest hour of the day,42.6276207,3.618652107764902,True
22,Afghanistan,2019.0,% of population covered by mobile 3G+ data connectivity,58.7,3.2828947368421053,True
23,Afghanistan,2015.0,Postal Coverage,,0.0,True
24,Africa,2017.0,Electricity Density,818.0,1.154514160538257,True
25,Africa Eastern and Southern,2019.0,% of population covered by electricity,43.64066111,2.979006094322729,True
26,Africa Western and Central,2019.0,% of population covered by electricity,51.34142147,3.391785068931477,True
27,Albania,2019.0,% of population covered by mobile 2G+ data connectivity,99.86,5.9848975188781015,True
28,Albania,2020.0,Mobile cellular subscriptions (per 100 people),72.23767711,3.864436700769231,True
29,Albania,2019.0,"Country, Industry, Skill Migration Data (Industry)",-2188.08,4.016637065941932,True
