Country Name,Indicator,data_col,new_rank_score,higher_is_better
Estonia ,"Use of public services online (% of services online, penetration, frequency of use)",67.0,6.0,True
UAE ,"Use of public services online (% of services online, penetration, frequency of use)",61.0,5.655172413793103,True
Saudi Arabia ,"Use of public services online (% of services online, penetration, frequency of use)",59.0,5.540229885057471,True
Singapore,"Use of public services online (% of services online, penetration, frequency of use)",54.0,5.252873563218391,True
China ,"Use of public services online (% of services online, penetration, frequency of use)",53.0,5.195402298850575,True
New Zealand ,"Use of public services online (% of services online, penetration, frequency of use)",52.0,5.137931034482759,True
Netherlands ,"Use of public services online (% of services online, penetration, frequency of use)",51.0,5.080459770114943,True
Qatar ,"Use of public services online (% of services online, penetration, frequency of use)",51.0,5.080459770114943,True
Canada ,"Use of public services online (% of services online, penetration, frequency of use)",49.0,4.9655172413793105,True
Denmark,"Use of public services online (% of services online, penetration, frequency of use)",48.0,4.908045977011494,True
India ,"Use of public services online (% of services online, penetration, frequency of use)",45.0,4.735632183908046,True
France ,"Use of public services online (% of services online, penetration, frequency of use)",43.0,4.620689655172414,True
UK,"Use of public services online (% of services online, penetration, frequency of use)",42.0,4.563218390804598,True
Sweden,"Use of public services online (% of services online, penetration, frequency of use)",41.0,4.505747126436781,True
Australia,"Use of public services online (% of services online, penetration, frequency of use)",40.0,4.448275862068965,True
United States ,"Use of public services online (% of services online, penetration, frequency of use)",39.0,4.39080459770115,True
Russia ,"Use of public services online (% of services online, penetration, frequency of use)",39.0,4.39080459770115,True
Norway ,"Use of public services online (% of services online, penetration, frequency of use)",34.0,4.103448275862069,True
Austria,"Use of public services online (% of services online, penetration, frequency of use)",33.0,4.045977011494253,True
Kazakhstan ,"Use of public services online (% of services online, penetration, frequency of use)",32.0,3.9885057471264367,True
Switzerland ,"Use of public services online (% of services online, penetration, frequency of use)",26.0,3.6436781609195403,True
Poland ,"Use of public services online (% of services online, penetration, frequency of use)",25.0,3.586206896551724,True
Kenya ,"Use of public services online (% of services online, penetration, frequency of use)",25.0,3.586206896551724,True
Ukraine ,"Use of public services online (% of services online, penetration, frequency of use)",21.0,3.3563218390804597,True
Malaysia ,"Use of public services online (% of services online, penetration, frequency of use)",21.0,3.3563218390804597,True
Indonesia ,"Use of public services online (% of services online, penetration, frequency of use)",20.0,3.2988505747126435,True
South Korea ,"Use of public services online (% of services online, penetration, frequency of use)",19.0,3.2413793103448274,True
Germany ,"Use of public services online (% of services online, penetration, frequency of use)",17.0,3.1264367816091956,True
Argentina ,"Use of public services online (% of services online, penetration, frequency of use)",15.0,3.0114942528735633,True
Morocco ,"Use of public services online (% of services online, penetration, frequency of use)",-2.0,2.0344827586206895,True
Switzerland,"Use of public services online (% of services online, penetration, frequency of use)",-18.0,1.1149425287356323,True
Japan ,"Use of public services online (% of services online, penetration, frequency of use)",-20.0,1.0,True
