Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Angola,2020,# key internet controls employed,62.0,4.1,True,"Expression, Association"
Argentina,2020,# key internet controls employed,71.0,4.55,True,"Expression, Association"
Armenia,2020,# key internet controls employed,71.0,4.55,True,"Expression, Association"
Australia,2020,# key internet controls employed,75.0,4.75,True,"Expression, Association"
Azerbaijan,2020,# key internet controls employed,35.0,2.75,True,"Expression, Association"
Bahrain,2020,# key internet controls employed,30.0,2.5,True,"Expression, Association"
Bangladesh,2020,# key internet controls employed,40.0,3.0,True,"Expression, Association"
Belarus,2020,# key internet controls employed,31.0,2.55,True,"Expression, Association"
Brazil,2020,# key internet controls employed,64.0,4.2,True,"Expression, Association"
Cambodia,2020,# key internet controls employed,43.0,3.15,True,"Expression, Association"
Canada,2020,# key internet controls employed,87.0,5.35,True,"Expression, Association"
China,2020,# key internet controls employed,10.0,1.5,True,"Expression, Association"
Colombia,2020,# key internet controls employed,65.0,4.25,True,"Expression, Association"
Costa Rica,2020,# key internet controls employed,87.0,5.35,True,"Expression, Association"
Cuba,2020,# key internet controls employed,21.0,2.05,True,"Expression, Association"
Ecuador,2020,# key internet controls employed,62.0,4.1,True,"Expression, Association"
Egypt,2020,# key internet controls employed,26.0,2.3,True,"Expression, Association"
Estonia,2020,# key internet controls employed,94.0,5.7,True,"Expression, Association"
Ethiopia,2020,# key internet controls employed,27.0,2.35,True,"Expression, Association"
France,2020,# key internet controls employed,78.0,4.9,True,"Expression, Association"
"Gambia, The",2020,# key internet controls employed,53.0,3.65,True,"Expression, Association"
Georgia,2020,# key internet controls employed,77.0,4.85,True,"Expression, Association"
Germany,2020,# key internet controls employed,79.0,4.95,True,"Expression, Association"
Ghana,2020,# key internet controls employed,64.0,4.2,True,"Expression, Association"
Hungary,2020,# key internet controls employed,70.0,4.5,True,"Expression, Association"
Iceland,2020,# key internet controls employed,96.0,5.8,True,"Expression, Association"
India,2020,# key internet controls employed,49.0,3.45,True,"Expression, Association"
Indonesia,2020,# key internet controls employed,48.0,3.4,True,"Expression, Association"
Iran,2020,# key internet controls employed,16.0,1.8,True,"Expression, Association"
Iraq,2020,# key internet controls employed,41.0,3.05,True,"Expression, Association"
Italy,2020,# key internet controls employed,76.0,4.8,True,"Expression, Association"
Japan,2020,# key internet controls employed,76.0,4.8,True,"Expression, Association"
Jordan,2020,# key internet controls employed,47.0,3.35,True,"Expression, Association"
Kazakhstan,2020,# key internet controls employed,33.0,2.65,True,"Expression, Association"
Kenya,2020,# key internet controls employed,66.0,4.3,True,"Expression, Association"
Kyrgyzstan,2020,# key internet controls employed,53.0,3.65,True,"Expression, Association"
Lebanon,2020,# key internet controls employed,51.0,3.55,True,"Expression, Association"
Libya,2020,# key internet controls employed,48.0,3.4,True,"Expression, Association"
Malawi,2020,# key internet controls employed,59.0,3.95,True,"Expression, Association"
Malaysia,2020,# key internet controls employed,58.0,3.9,True,"Expression, Association"
Mexico,2020,# key internet controls employed,60.0,4.0,True,"Expression, Association"
Morocco,2020,# key internet controls employed,53.0,3.65,True,"Expression, Association"
Myanmar,2020,# key internet controls employed,17.0,1.85,True,"Expression, Association"
Nicaragua,2020,# key internet controls employed,48.0,3.4,True,"Expression, Association"
Nigeria,2020,# key internet controls employed,59.0,3.95,True,"Expression, Association"
Pakistan,2020,# key internet controls employed,25.0,2.25,True,"Expression, Association"
Philippines,2020,# key internet controls employed,65.0,4.25,True,"Expression, Association"
Russia,2020,# key internet controls employed,30.0,2.5,True,"Expression, Association"
Rwanda,2020,# key internet controls employed,38.0,2.9,True,"Expression, Association"
Saudi Arabia,2020,# key internet controls employed,24.0,2.2,True,"Expression, Association"
Serbia,2020,# key internet controls employed,71.0,4.55,True,"Expression, Association"
Singapore,2020,# key internet controls employed,54.0,3.7,True,"Expression, Association"
South Africa,2020,# key internet controls employed,73.0,4.65,True,"Expression, Association"
South Korea,2020,# key internet controls employed,67.0,4.35,True,"Expression, Association"
Sri Lanka,2020,# key internet controls employed,51.0,3.55,True,"Expression, Association"
Sudan,2020,# key internet controls employed,33.0,2.65,True,"Expression, Association"
Taiwan,2020,# key internet controls employed,80.0,5.0,True,"Expression, Association"
Thailand,2020,# key internet controls employed,36.0,2.8,True,"Expression, Association"
Tunisia,2020,# key internet controls employed,63.0,4.15,True,"Expression, Association"
Turkey,2020,# key internet controls employed,34.0,2.7,True,"Expression, Association"
Uganda,2020,# key internet controls employed,49.0,3.45,True,"Expression, Association"
Ukraine,2020,# key internet controls employed,62.0,4.1,True,"Expression, Association"
United Arab Emirates,2020,# key internet controls employed,27.0,2.35,True,"Expression, Association"
United Kingdom,2020,# key internet controls employed,78.0,4.9,True,"Expression, Association"
United States,2020,# key internet controls employed,75.0,4.75,True,"Expression, Association"
Uzbekistan,2020,# key internet controls employed,28.0,2.4,True,"Expression, Association"
Venezuela,2020,# key internet controls employed,28.0,2.4,True,"Expression, Association"
Vietnam,2020,# key internet controls employed,22.0,2.1,True,"Expression, Association"
Zambia,2020,# key internet controls employed,59.0,3.95,True,"Expression, Association"
Zimbabwe,2020,# key internet controls employed,46.0,3.3,True,"Expression, Association"
