,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better
5,Afghanistan,2019,% of population covered by mobile 3G+ data connectivity,58.7,3.2828947368421053,True
11,Angola,2019,% of population covered by mobile 3G+ data connectivity,71.0,4.092105263157895,True
17,Albania,2019,% of population covered by mobile 3G+ data connectivity,97.0,5.802631578947368,True
23,United Arab Emirates,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
29,Argentina,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
35,Armenia,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
41,Australia,2019,% of population covered by mobile 3G+ data connectivity,99.5,5.967105263157895,True
47,Austria,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
53,Azerbaijan,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
59,Burundi,2019,% of population covered by mobile 3G+ data connectivity,40.0,2.052631578947368,True
65,Belgium,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
71,Benin,2019,% of population covered by mobile 3G+ data connectivity,89.0,5.276315789473684,True
77,Burkina Faso,2019,% of population covered by mobile 3G+ data connectivity,65.0,3.6973684210526314,True
83,Bangladesh,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
89,Bulgaria,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
95,Bahrain,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
101,Bahamas,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
107,Bosnia and Herzegovina,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
113,Belarus,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
119,Belize,2019,% of population covered by mobile 3G+ data connectivity,98.0,5.868421052631579,True
125,Bolivia,2019,% of population covered by mobile 3G+ data connectivity,82.87,4.873026315789474,True
131,Brazil,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
137,Barbados,2019,% of population covered by mobile 3G+ data connectivity,94.49,5.6375,True
143,Brunei Darussalam,2019,% of population covered by mobile 3G+ data connectivity,95.94,5.7328947368421055,True
149,Bhutan,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
155,Botswana,2019,% of population covered by mobile 3G+ data connectivity,85.0,5.0131578947368425,True
161,Central African Republic,2019,% of population covered by mobile 3G+ data connectivity,29.0,1.3289473684210527,True
167,Canada,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
173,Switzerland,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
179,Chile,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
185,China,2019,% of population covered by mobile 3G+ data connectivity,98.0,5.868421052631579,True
191,Cote d'Ivoire,2019,% of population covered by mobile 3G+ data connectivity,74.93,4.350657894736843,True
197,Cameroon,2019,% of population covered by mobile 3G+ data connectivity,84.9,5.006578947368421,True
203,"Congo, Democratic Republic",2019,% of population covered by mobile 3G+ data connectivity,53.1,2.9144736842105265,True
209,Congo,2019,% of population covered by mobile 3G+ data connectivity,84.1,4.953947368421053,True
215,Colombia,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
221,Comoros,2019,% of population covered by mobile 3G+ data connectivity,86.0,5.078947368421052,True
227,Cabo Verde,2019,% of population covered by mobile 3G+ data connectivity,76.57,4.4585526315789465,True
233,Costa Rica,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
239,Cyprus,2019,% of population covered by mobile 3G+ data connectivity,99.5,5.967105263157895,True
245,Czechia,2019,% of population covered by mobile 3G+ data connectivity,99.8,5.9868421052631575,True
251,Germany,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
257,Denmark,2019,% of population covered by mobile 3G+ data connectivity,99.5,5.967105263157895,True
263,Dominican Republic,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
269,Algeria,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
275,Ecuador,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
281,Egypt,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
287,Spain,2019,% of population covered by mobile 3G+ data connectivity,99.6,5.973684210526316,True
293,Estonia,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
299,Ethiopia,2019,% of population covered by mobile 3G+ data connectivity,85.0,5.0131578947368425,True
305,Finland,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
311,Fiji,2019,% of population covered by mobile 3G+ data connectivity,96.0,5.7368421052631575,True
317,France,2019,% of population covered by mobile 3G+ data connectivity,99.6,5.973684210526316,True
323,Gabon,2019,% of population covered by mobile 3G+ data connectivity,73.14,4.2328947368421055,True
329,United Kingdom,2019,% of population covered by mobile 3G+ data connectivity,99.48,5.965789473684211,True
335,Georgia,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
341,Ghana,2019,% of population covered by mobile 3G+ data connectivity,89.0,5.276315789473684,True
347,Guinea,2019,% of population covered by mobile 3G+ data connectivity,75.0,4.355263157894736,True
353,Gambia,2019,% of population covered by mobile 3G+ data connectivity,88.0,5.2105263157894735,True
359,Guinea-Bissau,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
365,Greece,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
371,Guatemala,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
377,Guyana,2019,% of population covered by mobile 3G+ data connectivity,51.98,2.84078947368421,True
383,Hong Kong,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
389,Honduras,2019,% of population covered by mobile 3G+ data connectivity,87.68,5.189473684210527,True
395,Croatia,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
401,Haiti,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
407,Hungary,2019,% of population covered by mobile 3G+ data connectivity,97.31,5.823026315789474,True
413,Indonesia,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
