Country Name,Indicator,data_col,new_rank_score,higher_is_better
Austria,ICT task-intensive jobs as a percentage of total employment,10.88416,1.544208,True
Belgium,ICT task-intensive jobs as a percentage of total employment,14.44826,1.722413,True
Czech Republic,ICT task-intensive jobs as a percentage of total employment,9.219953,1.46099765,True
Estonia,ICT task-intensive jobs as a percentage of total employment,15.76142,1.788071,True
Finland,ICT task-intensive jobs as a percentage of total employment,15.22048,1.761024,True
France,ICT task-intensive jobs as a percentage of total employment,12.00835,1.6004175,True
Germany,ICT task-intensive jobs as a percentage of total employment,10.4419,1.5220950000000002,True
Greece,ICT task-intensive jobs as a percentage of total employment,6.675247,1.33376235,True
Hungary,ICT task-intensive jobs as a percentage of total employment,8.369766,1.4184883,True
Iceland,ICT task-intensive jobs as a percentage of total employment,14.27687,1.7138434999999999,True
Italy,ICT task-intensive jobs as a percentage of total employment,7.254931,1.36274655,True
Latvia,ICT task-intensive jobs as a percentage of total employment,12.48296,1.624148,True
Lithuania,ICT task-intensive jobs as a percentage of total employment,16.27694,1.813847,True
Luxembourg,ICT task-intensive jobs as a percentage of total employment,21.68519,2.0842595,True
Netherlands,ICT task-intensive jobs as a percentage of total employment,15.73361,1.7866805000000001,True
Norway,ICT task-intensive jobs as a percentage of total employment,14.72047,1.7360235,True
Poland,ICT task-intensive jobs as a percentage of total employment,11.12569,1.5562844999999998,True
Slovak Republic,ICT task-intensive jobs as a percentage of total employment,6.841666,1.3420833,True
Slovenia,ICT task-intensive jobs as a percentage of total employment,13.19362,1.659681,True
Spain,ICT task-intensive jobs as a percentage of total employment,8.421205,1.42106025,True
Sweden,ICT task-intensive jobs as a percentage of total employment,16.58881,1.8294405,True
Switzerland,ICT task-intensive jobs as a percentage of total employment,15.37265,1.7686324999999998,True
United Kingdom,ICT task-intensive jobs as a percentage of total employment,17.392,1.8696,True
United States,ICT task-intensive jobs as a percentage of total employment,17.8225,1.8911250000000002,True
