Country Name,agg_score,count_source,agg_score_wt
United States of America (the),6.0,1,0.75
North Korea,6.0,1,0.75
United Kingdom of Great Britain and Northern Ireland,5.8375,2,1.459375
"Korea, Rep.",5.739414847152172,2,1.434853711788043
United States of America,5.491094387755103,4,2.7455471938775515
Chinese Taipei,5.23469387755102,1,0.6543367346938775
Denmark,5.2317145095507165,6,3.9237858821630374
Sweden,5.107888407327161,6,3.830916305495371
Republic of Korea,5.034267912772585,3,1.8878504672897196
Hong Kong,5.004162977537302,3,1.8765611165764882
Netherlands,4.935953640577291,6,3.701965230432968
Norway,4.915190094466468,6,3.6863925708498515
Taiwan,4.878504672897196,1,0.6098130841121495
Estonia,4.868046183045609,6,3.651034637284207
France,4.857190723185716,7,4.250041882787501
Israel,4.836939509989929,6,3.6277046324924465
Slovenia,4.802751301677674,4,2.401375650838837
Japan,4.798239562329741,7,4.198459617038523
Republic of Moldova,4.787,2,1.19675
Belgium,4.764466249477616,5,2.9777914059235098
Finland,4.750749449405336,6,3.5630620870540017
Russian Federation,4.696737619715529,5,2.9354610123222056
Singapore,4.661966065865598,5,2.913728791165999
Poland,4.636289627214418,6,3.4772172204108136
Palestine,4.622448979591836,1,0.5778061224489796
Iceland,4.609923969441529,4,2.3049619847207645
United Arab Emirates,4.596180097779945,5,2.872612561112466
Czech Republic,4.594221500686304,5,2.87138843792894
Portugal,4.5658345745588536,5,2.8536466090992834
Russia,4.558684210526316,2,1.139671052631579
Luxembourg,4.558397036381058,5,2.8489981477381616
Bulgaria,4.551089594496318,5,2.844430996560199
China,4.55015667181546,7,3.9813870878385273
Greece,4.45032122905913,5,2.781450768161956
Malaysia,4.435618781802845,6,3.3267140863521343
Hungary,4.432801305155367,5,2.7705008157221043
Croatia,4.429346425570351,5,2.7683415159814695
Viet Nam,4.38825,2,1.0970625
Bahamas,4.383656462585034,3,1.6438711734693876
Malta,4.372251152082747,4,2.1861255760413734
Serbia,4.327324965963154,5,2.704578103726971
Austria,4.323680240609748,5,2.702300150381092
Slovakia,4.316822429906542,3,1.6188084112149532
Belarus,4.249016690551805,5,2.6556354315948782
Cyprus,4.24399344264012,4,2.12199672132006
Brazil,4.221816141494815,5,2.6386350884342598
New Zealand,4.194446107905198,6,3.1458345809288986
Lithuania,4.177326936920148,5,2.610829335575092
Switzerland,4.168295581020766,6,3.1262216857655747
Canada,4.154590148130617,8,4.154590148130617
Spain,4.1540842715994755,6,3.1155632036996064
Egypt,4.143607548159451,4,2.0718037740797257
Turkey,4.126814858407702,5,2.5792592865048136
Georgia (Country),4.07775,2,1.0194375
Italy,4.077469716393982,6,3.058102287295487
São Tomé and Principe,4.061224489795919,1,0.5076530612244898
North Macedonia,4.0528864069055714,4,2.0264432034527857
Germany,4.022355453736779,8,4.022355453736779
Australia,4.018465715117472,6,3.013849286338104
Uruguay,4.010379925545506,5,2.5064874534659416
Romania,4.0103162517233315,5,2.506447657327082
Indonesia,4.007519747830841,6,3.005639810873131
India,3.9561757144668954,7,3.4616537501585336
Argentina,3.9497088915126874,6,2.9622816686345157
Latvia,3.945887289628291,5,2.466179556017682
South Africa,3.9053945419289207,5,2.4408715887055754
Vietnam,3.8913563949928225,3,1.4592586481223084
Tunisia,3.8779907199773325,5,2.423744199985833
Albania,3.8656530612244895,3,1.4496198979591837
Kazakhstan,3.8620193662392737,6,2.8965145246794552
Ukraine,3.853077323908844,7,3.3714426584202384
Chile,3.824114533663933,5,2.390071583539958
Kuwait,3.812153794043051,5,2.382596121276907
United Republic of Tanzania,3.7809999999999997,2,0.9452499999999999
Colombia,3.7767517649692715,5,2.3604698531057946
North America,3.7619889867707377,1,0.4702486233463422
Ireland,3.751936765047223,6,2.8139525737854174
Armenia,3.7076289543199357,5,2.31726809644996
Qatar,3.6999011525540233,6,2.7749258644155175
Saudi Arabia,3.687725822041276,6,2.765794366530957
Peru,3.6826860946068103,5,2.3016788091292564
Mexico,3.680620252353303,5,2.3003876577208144
Sri Lanka,3.6735364676711812,4,1.8367682338355906
Post-demographic dividend,3.651214707767577,1,0.4564018384709471
Oman,3.6501750488306293,5,2.2813594055191433
Slovak Republic,3.638887428528708,2,0.909721857132177
Iran (Islamic Republic of),3.6312499999999996,2,0.9078124999999999
Mauritius,3.618435235186615,4,1.8092176175933075
High income,3.613065614870648,1,0.451633201858831
Kyrgyzstan,3.611679127725857,3,1.3543796728971964
Côte d'Ivoire,3.602969387755102,3,1.3511135204081632
United Kingdom,3.5975135127890168,5,2.2484459454931356
OECD members,3.5917779930141704,1,0.4489722491267713
Trinidad and Tobago,3.5530060708213127,5,2.2206287942633205
Azerbaijan,3.54352121666446,5,2.2147007604152873
Thailand,3.503700114438299,4,1.7518500572191495
Barbados,3.503361262635895,4,1.7516806313179476
"Hong Kong SAR, China",3.498676154748652,2,0.874669038687163
Philippines,3.4908247568186157,4,1.7454123784093079
Mongolia,3.476947588467677,4,1.7384737942338384
East Asia & Pacific,3.4674565809597606,1,0.4334320726199701
Bahrain,3.4550510204081633,3,1.2956441326530612
Kenya,3.440451729289847,5,2.1502823308061543
Uzbekistan,3.4391801171693848,5,2.1494875732308656
Montenegro,3.4199773680416468,4,1.7099886840208234
Brunei Darussalam,3.4008692410040826,4,1.7004346205020413
Bangladesh,3.3991213045966053,5,2.1244508153728785
Pakistan,3.3980212915466232,5,2.1237633072166395
Uganda,3.3826575243181383,4,1.6913287621590691
Bosnia and Herzegovina,3.3802757202061757,4,1.6901378601030879
Ecuador,3.376117528132749,4,1.6880587640663745
Iran,3.349624060150376,2,0.837406015037594
Saint Vincent and the Grenadines,3.33725,2,0.8343125
Paraguay,3.3285969575198293,5,2.0803730984498934
El Salvador,3.326940732808209,5,2.0793379580051305
Dominican Republic,3.3043592408926186,4,1.6521796204463093
Moldova,3.2650026688024814,2,0.8162506672006203
Euro area,3.23823960036349,1,0.40477995004543627
Rwanda,3.23704173183292,4,1.61852086591646
World,3.224218675329312,1,0.403027334416164
Ghana,3.219933415983216,4,1.609966707991608
European Union,3.208882841309701,1,0.40111035516371263
Yemen,3.194455782312925,3,1.197920918367347
