Country Name,agg_score,count_source,agg_score_wt
"Hongkong, China",6.0,1,0.1875
Isle of Man,6.0,1,0.1875
European Union,6.0,1,0.1875
Faroe Islands,6.0,1,0.1875
Faröe Islands,6.0,1,0.1875
St. Martin (French part),6.0,1,0.1875
Czech Rep.,6.0,1,0.1875
Curacao,6.0,1,0.1875
Hong Kong SAR,6.0,1,0.1875
Sint Maarten (Dutch part),6.0,1,0.1875
Euro area,6.0,1,0.1875
Jersey,6.0,1,0.1875
Northern Mariana Islands,6.0,1,0.1875
Central Europe and the Baltics,6.0,1,0.1875
"Macao SAR, China",6.0,1,0.1875
Channel Islands,6.0,1,0.1875
Korea (Rep.),6.0,1,0.1875
Virgin Islands (U.S.),6.0,1,0.1875
High income,5.999984370086124,1,0.18749951156519137
Post-demographic dividend,5.999890806620403,1,0.1874965877068876
Europe & Central Asia,5.999642273354596,1,0.18748882104233114
China (People's Rep.),5.9995,1,0.187484375
Europe & Central Asia (IDA & IBRD countries),5.999285147591715,1,0.1874776608622411
Europe & Central Asia (excluding high income),5.999213398144826,1,0.1874754186920258
Upper middle income,5.966627306886059,1,0.18645710334018933
Late-demographic dividend,5.966237813870546,1,0.18644493168345455
East Asia & Pacific (IDA & IBRD countries),5.921265461568758,1,0.1850395456740237
IBRD only,5.9197071089299085,1,0.18499084715405964
Latin America & Caribbean,5.915538467941682,1,0.18486057712317755
Latin America & the Caribbean (IDA & IBRD countries),5.913616925504296,1,0.18480052892200924
Caribbean small states,5.907830995003852,1,0.18461971859387039
Latin America & Caribbean (excluding high income),5.907413685576573,1,0.18460667767426792
Venezuela (Bolivarian Rep.),5.9,1,0.184375
Iran (Islamic Rep.),5.9,1,0.184375
East Asia & Pacific,5.899667601782531,1,0.1843646125557041
East Asia & Pacific (excluding high income),5.888961252287749,1,0.18403003913399216
Middle East & North Africa,5.851657585715793,1,0.18286429955361852
Republic of Korea,5.8420000000000005,1,0.18256250000000002
Hong Kong (SAR),5.839144749890912,1,0.182473273434091
Middle East & North Africa (excluding high income),5.826041446546028,1,0.18206379520456337
Middle East & North Africa (IDA & IBRD countries),5.823923180209606,1,0.1819975993815502
South Asia (IDA & IBRD),5.699758632476429,1,0.1781174572648884
Middle income,5.651861677199987,1,0.1766206774124996
Early-demographic dividend,5.600263175168009,1,0.17500822422400028
