"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Burundi","BDI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89938414096832","3.9","2.6241500377655","2.43968915939331","2.80131721496582","3.15465712547302","3.49853253364563","3.83176732063293","3.20731707317073","2.66","4.77516794204712","4.8","5.40973711013794","5.3","6.10693645477295","6.5","6.9","7","8.40308952331543","9.25179958343506","9.3","10.598614692688","11.0647974014282","",
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Benin","BEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","18.0600566864014","19.1755447387695","20.2901554107666","21.5398941040039","21.9","23.4730834960938","24.4260711669922","25.3684177398682","26.2991008758545","27.9","28.1391525268555","29.0608386993408","29.9919452667236","34.2","36.9","38.4","34.65625","34.1","29.62","37.0836868286133","34.5","39.2386016845703","40.3187408447266","",
"Burkina Faso","BFA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.17666959762573","6.6671085357666","7.15994262695313","7.65577077865601","8.15434646606445","6.9","9.0718936920166","9.54412841796875","10.008074760437","11.4","10.9063987731934","11.3385782241821","11.7616243362427","12.181619644165","12.6048011779785","12.63","13.1","14.8994045257568","15.162938117981","15.4051742553711","19.2","16.0707035064697","16.639612197876","17.2165565490723","14.4","18.3791522979736","",
"Bangladesh","BGD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.29","11.9665746688843","14.539306640625","17.8","19.6889629364014","22.2670841217041","22.4","27.4320621490479","30.0150470733643","32","35.1092720031738","37.8819580078125","40.6451797485352","40.6","44.23","50.5251024590164","46.5","54.3311195373535","57.0724601745605","55.26","59.6","65.4136657714844","61.5","62.4","74.4400787353516","75.92","88","91.8","92.2","",
"Bulgaria","BGR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bahrain","BHR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bahamas, The","BHS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bosnia and Herzegovina","BIH","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.4","98.5","100","100","100","99.3872769868445","99.7","100","100","100","99.705780546902","100","99.5","100","99.7","100","100","100","100","",
"Belarus","BLR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Belize","BLZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","70.3068161010742","71.4197998046875","72.5339813232422","73.6499557495117","74.7683334350586","75.8896942138672","77.0138092041016","78.1370468139648","79","80.2023468017578","81.0609817504883","81.91015625","82.7486953735352","83.5755615234375","90.9885308574549","85.2079925537109","86.0258636474609","86.853157043457","89.9172243747798","91.6817359855335","90.9891204833984","91.1673278808594","91.3788757324219","91.8","93.2182083129883","94.1898422241211","91.72","92.72","",
"Bermuda","BMU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bolivia","BOL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8465957641602","61.209789276123","64.1","63.9403762817383","71","67.330431","71.2","70.929888","69.963045","69.258539","63.996855","72.3","76.0442504882813","68.288209","76.211281","80.156567","84.674991","86.765597","88.3128128051758","88.335943","90.387375","89.505686","90.038729","91.522822","91.8","91.8","92.8","96.3031005859375","",
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.475116","90.1042251586914","88.803833","89.999927","91.5264511108398","91.728598","92.867095","93.354139","94.193812","94.76296","94.3640060424805","96.016528","96.652996","96.980098","96.765107","97.093513","97.594314","98.125382","98.526625","98.856938","99.3521728515625","99.328691","99.519494","99.575151","99.650247","99.710902","99.7","99.8","99.7","99.8","",
"Barbados","BRB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9988250732422","99.990478515625","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Brunei Darussalam","BRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bhutan","BTN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.15","40.0915107727051","44.0430145263672","41.1","51.9164543151855","59.8081116441343","59.7467956542969","71.8","67.5650863647461","71.4852447509766","73.2829108748978","81.6879959106445","91.5","87.3711471557617","91.3994827270508","95.4438934326172","99.500358581543","97.7","99.9687728881836","100","",
"Botswana","BWA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","10.6452713012695","12.7187643051147","14.7934541702271","16.8699398040771","18.9488220214844","21.0306968688965","23.1153202056885","25.1990661621094","27.2722129821777","24.8","31.6886501312256","33.8832588195801","36.0672302246094","38.2395362854004","40.4027099609375","42.5628318786621","44.5","43.36","51.7810707092285","53.24","55.8743133544922","57.8906860351563","59.9403953552246","62.13","64.2951507568359","67.4","68.3586578369141","70.1831817626953","",
"Central African Republic","CAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.08757996559143","3.69022059440613","4.29560899734497","4.90012073516846","6","5.76156187057495","6.22659921646118","6.68217277526855","7.12710523605347","7.56037473678589","7.80516932525804","8.40559864044189","7.48","9.26356315612793","9.8","10.3107233047485","10.8942823410034","11.45654296875","12.0521411895752","12.7457284927368","13.4986705780029","14.1690540313721","14.6539525985718","14.3","",
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Central Europe and the Baltics","CEB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.8278347045649","100","100","100","",
"Switzerland","CHE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Channel Islands","CHI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Chile","CHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.257427","94.7213973999023","94.560057","95.203498840332","95.446044921875","95.6903839111328","95.617315","96.1868515014648","97.241124","96.6909332275391","97.938687","97.131103515625","97.3370361328125","98.782325","97.7193374633789","97.8935089111328","99.368108","98.2205200195313","98.3856887817383","99.593662","99.6422882080078","99.588193","100","99.6","100","99.714844","100","99.7","100","100","",
"China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9308700561523","97.2132186889648","97.4872817993164","97.7518768310547","98.0058364868164","98.2481307983398","98.4812927246094","98.7114028930664","98.9447021484375","99.1874160766602","99.7","99.8572235107422","99.9648742675781","99.9970092773438","100","100","100","100","100","100","",
"Cote d'Ivoire","CIV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2623977661133","39.2657661437988","40.2692375183105","41.2733039855957","36.5","43.2856330871582","44.2950897216797","45.307544708252","46.3227424621582","48.2","48.6745834350586","49.6661682128906","51.4","51.6233062744141","52.5865020751953","58.9","60.1710526315789","55.4197807312012","60.3","57.3142738342285","58.2818870544434","55.8","55.8","61.3273582458496","61.9","62.6","64.3","65.6","67.1723709106445","68.5501098632813","",
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","32.676155090332","33.8180122375488","34.9610633850098","36.1059150695801","37.2531623840332","38.4034004211426","40.7","40.70849609375","41","46.2","44.0661430358887","45.168571472168","47.1","47.3404846191406","49","48.2","50.5505485534668","51.6310958862305","52.7273025512695","53.7","54.9899215698242","56.1585540771484","56.8","58.5520782470703","59.7689323425293","60.993824005127","62.2","63.4523124694824","",
"Congo, Dem. Rep.","COD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","7.16037845611572","7.82070636749268","8.47157001495361","9.11179351806641","6","10.3597812652588","15.2","11.5957202911377","12.2247037887573","12.8693447113037","13.5358791351318","15.4","14.9459009170532","13.5","16.4362926483154","17.2015819549561","18.0063858032227","18.7522525787354","19.1","",
"Congo, Rep.","COG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8","34.9180679321289","35.8606910705566","36.8064956665039","37.1","39.9615211486816","40.8008499145508","41.6","42.4224052429199","43.2558670043945","44.1873207092285","45.1781311035156","46.1218795776367","47.2254676818848","48.3297233581543","",
"Colombia","COL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","90.9841995239258","91.3042373657227","91.6248779296875","91.9467086791992","91.2","92.5963668823242","92.9253845214844","93.2571563720703","93.5880432128906","95.2","98.47","94.9378814697266","95.183967590332","95.4194183349609","96.8","95.8578567504883","96.0694580078125","96.806763","96.057229","96.788995","96.6936","97.032176","97.779418","97.790938","98.186898","98.4","98.5","98.5","99.7662734985352","",
"Comoros","COM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7431411743164","42.0573654174805","44.8","46.6597785949707","48.9456100463867","51.219783782959","53.4848213195801","55.7468070983887","58.0119781494141","60.2865715026855","70.1823120117188","69.6094055175781","69.3","69.5902099609375","71.9729843139648","74.371826171875","76.7827224731445","79.20166015625","81.6246109008789","84.0482406616211","",
"Cabo Verde","CPV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6","63.2633590698242","65.2293014526367","67","69.1287231445313","71.0708160400391","73.0160980224609","74.9708023071289","81.1","79.4678497314453","80.9520797729492","82.9948654174805","85.057746887207","87.1366958618164","89.2276992797852","91.3267440795898","93.4298095703125","95.5335388183594","",
"Costa Rica","CRI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1022186279297","98.1937484741211","98.2876663208008","98.3845825195313","98.484245300293","98.5830307006836","96.94","98.24978","98.509188","98.695902","98.954779","99.053051","99.147523","99.217998","99.263937","99.409804","98.995734","99.232348","99.503298","99.563517","99.359291","99.409804","99.5","99.6","99.7","99.71","",
"Caribbean small states","CSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7291538402108","83.6421745937366","84.3470397381408","83.1537776405484","83.4182437871114","84.0134275923207","86.7254380237961","85.2152775195608","85.6764775334222","87.7340367754829","86.7479204995778","89.3938536758526","89.2468144730057","89.3812110672741","89.8865464734165","90.3162375013164","90.7952785618612","91.7486788479612","92.8858438242664","92.2024589189312","93.3983091818529","93.3772179714943","94.3959174550559","94.8817876270745","94.8053137277158","95.6953702288841","96.7323383329145","97.3409473603158","97.7355158672271","98.2805049123194","",
"Cuba","CUB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4576797485352","93.7051239013672","93.9526672363281","94.200813293457","94.4501495361328","94.701286315918","94.9548187255859","95.2113418579102","95.4706192016602","95.7290115356445","97","96.2198944091797","95.5","96.5566253662109","96.7096099853516","96.8509368896484","96.9831314086914","97.1122741699219","97.2446060180664","97.3863525390625","97.5437622070313","97.7230682373047","97.9287872314453","98.1586227416992","98.4085464477539","98.6745452880859","98.9525985717773","99.2386932373047","99.5288009643555","99.8","",
"Curacao","CUW","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9978332519531","99.9852981567383","99.9539031982422","99.9089813232422","100","100","100","100","100","100","100","100","100","100","",
"Cayman Islands","CYM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9155502319336","99.9308471679688","99.9463958740234","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Cyprus","CYP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Czech Republic","CZE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Germany","DEU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Djibouti","DJI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","56.3123588562012","56.34375","56.3742637634277","56.3621520996094","56.3720207214355","49.7","56.36572265625","56.3471984863281","56.3170127868652","55.5","56.2353248596191","56.1961402893066","56.1663780212402","56.152271270752","56.1600608825684","54.6","56.2525901794434","56.633903503418","57.6614532470703","58.7483558654785","60.2","60.5715599060059","61.275936126709","",
"Dominica","DMA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","79.6214141845703","80.9695510864258","82.3100662231445","87.7","84.9650650024414","86.2771911621094","87.5776519775391","88.8689804077148","90.1572647094727","90.9","92.7496109008789","94.0661544799805","95.4045867919922","96.7694473266602","98.1584167480469","99.5674743652344","99.7767715454102","99.9729690551758","100","100","100","",
"Denmark","DNK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Dominican Republic","DOM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2","82.0788650512695","82.8731307983398","83.6685943603516","84.4658584594727","85.265510559082","86.0681610107422","86.8735580444336","91","88.764932","89.791362","89.749814","89.173808","90.316567","90.141224","90.118148","96.876342","97.576197","97.85776","98.145414","97.898872","97.86705","98.385853","98.470979","98.560364","98.9","100","98.9","100","",
"Algeria","DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3","98.8175735473633","98.8218383789063","98.8479919433594","98.7646604654583","98.9772567749023","99.0740356445313","99.1868896484375","99.4028701782227","99.6151351928711","99.6419219970703","99.5","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.52939545679","93.0734529445112","92.3103665018094","92.5485772078943","93.4936940234484","93.1323804273888","94.2066262096416","94.2822337836003","94.7600752859597","94.6037369321972","95.0476436065118","95.700959287831","95.9714359566476","96.1966121213361","96.363193650054","96.8065100524509","96.9355122868083","97.6136861763449","97.7279856223295","97.928473010217","",
"Early-demographic dividend","EAR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0122824088489","55.0873003391035","57.0401672755581","58.8844976427321","61.0370742211254","62.743625481099","65.7126563073242","65.9740885549953","64.7813652981491","68.1672163118781","69.2942624248384","70.0915501229518","70.6110775808175","72.6365260395678","74.9653471030424","75.433657051546","77.362050824922","78.6193812798229","75.1632819922786","81.2461758710557","81.8819331894625","82.9935599395472","85.7469977373155","87.1856017997181","89.5148432694339","90.923245609834","92.5425525884854","",
"East Asia & Pacific","EAS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3377443944514","93.8201451151985","93.1168108114652","93.326938668255","94.1703932891522","93.8433849489759","94.8045965823532","94.8706283739576","95.2985440446029","95.1435447020567","95.5415554189824","96.1281372644902","96.3702948522494","96.5716775542827","96.7205397194261","97.1191747697938","97.2344043517175","97.8453982622256","97.9478049269333","98.1282095178646","",
"Europe & Central Asia (excluding high income)","ECA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8644477332143","99.8759619013693","99.8984851446324","99.9288992215057","99.8959658824192","99.8692443421829","99.8649696560232","99.8854455004084","99.9141614661022","99.925885053614","99.9329177541541","99.9186143878425","99.9519204731222","99.9461610840427","99.9610767528077","98.3536327570633","99.9328128552241","99.9811300496394","99.982054378344","99.9853252392452","",
"Europe & Central Asia","ECS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9976238756339","99.9549601659117","99.9473081438224","99.9525632193458","99.8585844332225","99.9446378000944","99.9495331837556","99.9585874597131","99.9711125032179","99.9578925669292","99.9472701870697","99.9457204610104","99.9541007365476","99.9656890919244","99.9704030963892","99.9699251358691","99.9634003327796","99.9783447486532","99.9757159202473","99.9824204752709","99.2553344213146","99.9695689254794","99.9914404786103","99.9918503017249","99.9933262896169","",
"Ecuador","ECU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.830167","91.9264602661133","92.3253021240234","92.726642","93.071434","93.5372619628906","93.8937301635742","94.2419128417969","94.973044","94.9086990356445","95.83265","96.315259","96.812618","97.206576","96.470862","97.462142","96.872699","97.194929","98.034674","98.976067","98.825883","98.7","99.2","98.7","100","",
"Egypt, Arab Rep.","EGY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4","95.42431640625","95.6652984619141","95.5","96.1532516479492","96.4014205932617","96.6523361206055","96.9023742675781","97.7","97.3451766967773","97.5630569458008","98.8","97.9692459106445","99.4","99.04","98.5062561035156","99.8","98.8699035644531","99.4463729858398","99.4872512817383","99.7","99.8213043212891","99.8","99.3","100","100","100","100","",
"Euro area","EMU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
