Country,Product Name,Company,Type,Platforms,HW/SW,Cost,PR/OS,URL,Notes,Wikipedia,Developer,Ads,Active,data_country,data_year
United States,HPE Secure Mail,Hewlett Packard Enterprise,MailEncryption,,SW,Pay,PR,http://voltage.com/products/email-security/hpe-securemail,HIPAA-compliant e-mail encryption.,http://en.wikipedia.org/wiki/Hewlett-Packard,,,A,,
United States,hydan,,MessageEncryption,Win/Lin/FreeBSD,SW,Free,OS,http://crazyboy.com/hydan,Steganographically conceals a message into an application.,,Rakan El-Khalil ,,A,,
United States,IBM Notes (formerly Lotus Notes),IBM,Multi,Win,SW,Pay,PR,http://ibm.com/software/products/en/ibmnotes,The first widely adopted software product to use public-key cryptography for client–server and server–server authentication and for encryption of data.  ,http://en.wikipedia.org/wiki/IBM_Notes,,,A,,
United States,IBM Sametime,IBM,Multi,Mac/Win/Lin,SW,Pay,PR,http://ibm.com/sametime,"Client–server application and middleware platform that provides real-time, unified communications and collaboration for enterprises.",http://en.wikipedia.org/wiki/IBM_Sametime,,,A,,
United States,iMessage,Apple,MessageEncryption,iOS/Mac,SW,Free,PR,http://apple.com/ios/messages ,All iMessages are encrypted and can be tracked using delivery receipts.,http://en.wikipedia.org/wiki/IMessage,,,A,,
United States,IOCipher,Guardian Project,DevTools,And,SW,Free,OS,http://guardianproject.info/code/iocipher,Provides a virtual encrypted disk for Android apps without requiring the device to be rooted; uses a clone of the standard java.io API for working with files.,http://en.wikipedia.org/wiki/The_Guardian_Project_%28software%29,,,A,,
United States,Ionu,Ionu Security,Multi,,SW,Pay,PR,http://ionu.com,Encrypted file storage and MessageEncryption for businesses.,,,,A,,
United States,iOS Data Protection,Apple,DiskEncryption,iOS,SW,Pay,PR,http://support.apple.com/en-us/HT202064,"Data protection available for devices with hardware encryption, including iPhone 3GS and later, all iPad models, and iPod Touch (3rd generation and later).  ",,,,A,,
United States,iPGMail,,MessageEncryption,iOS,SW,Pay,PR,http://ipgmail.com,App to send and decrypt PGP-encoded messages.,,Wyllys Ingersoll ,,A,,
United States,IPVanish (VPN) ,IPVanish.com ,VPN,Web-based,SW,Pay,PR,http://ipvanish.com,,,,,A,,
United States,IronClad,Lockheed Martin,USB,,HW,Pay,PR,http://lockheedmartin.com/us/news/press-releases/2010/january/LockheedMartinIntroducesI.html,Encrypted USB drive.,,Mac/Win/Lin,,A,,
United States,Ironkey Basic S1000 Encrypted Flash Drive,Imation Corp ,USB,,HW,Pay,PR,http://ironkey.com/en-US/encrypted-storage-drives/s1000-basic.html,FIPS 140-2 Level 3 certified; XTS-AES 256-bit hardware encryption; automatic data protection upon device removal.,http://en.wikipedia.org/wiki/Ironkey,,,A,,
United States,Ironkey H100,Imation Corp. ,HardDrive,Mac/Win/Lin,HW,Pay,PR,http://ironkey.com/en-US/encrypted-storage-drives/h100.html,Encrypted storage drive; AES 256-bit encryption implemented in CBC mode.,http://en.wikipedia.org/wiki/Ironkey,,,A,,
United States,Jabber.org,XMPP Standards Foundation ,MessageEncryption,Mac/Win/Lin/iOS/And/FreeBSD/OpenBSD,SW,Free,OS,http://jabber.org,IM service based on XMPP; requires login through another XMPP client. Connection to server is encrypted.,http://en.wikipedia.org/wiki/Jabber.org,Jeremie Miller ,,A,,
United States,JackPair,AWIT Systems,Telephone,,HW,Pay,PR,http://kickstarter.com/projects/620001568/jackpair-safeguard-your-phone-conversation,In development.,,Jeffrey Chang,,A,,
United States,Java Cryptography Architecture,Oracle,DevTools,Web-based,SW,Pay,OS,http://docs.oracle.com/javase/8/docs/technotes/guides/security/SunProviders.html,"Security APIs, including cryptography, public key infrastructure, authentication, secure communication, and access control.",http://en.wikipedia.org/wiki/Java_Cryptography_Architecture,,,A,,
United States,Jitsi,Jitsi Project,Multi,Mac/Win/Lin,SW,Free,OS,http://jitsi.org,"Multiplatform VoIP, videoconferencing, and IM application",http://en.wikipedia.org/wiki/Jitsi,Emil Ivov ,,,,
United States,JumpDrive Secure ll Plus,Lexar,USB,,HW,Pay,PR,http://lexar.com/products/lexar-jumpdrive-secure-ii-plus-usb-flash-drive,Encrypted USB drive.,,Win,,A,,
United States,K-9 Mail,K-9 Dog Walkers,MailEncryption,And,SW,Free,OS,http://github.com/k9mail/k-9,Independent e-mail app with encryption option.,http://en.wikipedia.org/wiki/K-9_Mail,Jesse Vincent,,A,,
United States,Kanguru Defender Secure USB Hardware Encrypted Flash Drive,Kanguru,USB,,HW,Pay,PR,http://kanguru.com/secure-storage/defender-secure-flash-drives.shtml,"Hardware-encrypted USB flash drives, password protected with AES 256-bit hardware encryption, integrated onboard antivirus protection, and remote management ready.",,,,A,,
United States,Kanguru Defender USB 3.0 Secure Encrypted External Drives,Kanguru,HardDrive,,HW,Pay,PR,http://kanguru.com/secure-storage/defender-secure-external-drives.shtml,AES 256-bit hardware encryption (XTS Mode).,,,,A,,
United States,Keep Safe Private Photo Vault ,Keepsafe Software Inc.,FileEncryption,iOS/And,SW,Free,PR,http://getkeepsafe.com,Cloud-based digital platform that allows users to control photo and video access.,,Zouhair Belkoura. Philipp Berner,,A,,
United States,KeyParc Business,Bloombase,DiskEncryption,Mac/Win/Lin,SW,Pay,PR,http://bloombase.com/products/keyparc,Transparent document encryption for businesses.,http://en.wikipedia.org/wiki/Bloombase,,,,,
United States,Kodex,Kryptnostic,CloudEncryption,Web-based,SW,Pay,PR,http://kryptnostic.com,Client-side encryption; AES-256 and RSA-4096.,,Matthew Tamayo-Rios,,A,,
United States,Kryptel,Inv Softworks LLC ,FileEncryption,Win,SW,Pay,PR,http://kryptel.com/products/kryptel.php,File and folder encryption; includes FIPS 140-2 compliant mode.,,,,A,,
United States,Krypton,BigCatOS ,FileEncryption,Mac/iOS,SW,Pay,PR,http://bigcatos.com/BigCatOs/Krypton.html,"All encryption uses AES with 256-bit keys, CBC and PKCS7; all keys are generated using PBKDF2, SHA-512, random salts and random rounds; every vault item has its own random master key and random IV, used to encrypt the plaintext; the master key is itself encrypted; the encrypted plaintext and encrypted master key are authenticated with a MAC (Encrypt-Then-MAC).",,,,A,,
United States,Kryptos,Kryptos Communications,Telephone,iOS/And/BlackBerry,SW,Pay,PR,http://kryptoscommunications.com,Voice communications encrypted via 256-bit AES.,,,,A,,
United States,Lantern,Brave New Software Project ,Circumvention,Mac/Win/Lin,SW,Free,PR,http://getlantern.org,P2P censorship circumvention service. Users in countries having free internet access can share their bandwidth with those in countries with censorship.,,Adam Fisk ,,A,,
United States,LastPass,Last Pass,PasswordMgr,Mac/Win/Lin/Browsers,SW,Pay,PR,http://lastpass.com,Freemium password management service that stores encrypted passwords in the cloud.,http://en.wikipedia.org/wiki/LastPass,,,A,,
United States,Least Authority S4,Least Authority Enterprises,CloudEncryption,Mac/Win/Lin/BSD,SW,Pay,OS,http://leastauthority.com,"Offsite backup system,100% client-side encryption.",http://en.wikipedia.org/wiki/Zooko_Wilcox-O%27Hearn,Zooko Wilcox-O'Hearn ,,A,,
United States,Liquid VPN,Liquid VPN,VPN,Mac/Win,SW,Pay,PR,http://liquidvpn.com,,,,,A,,
United States,Litecoin,LiteCoin Project,Currency,Mac/Win/Lin/And/BlackBerry,SW,Free,PR,http://litecoin.org,"P2P Internet currency enables instant, near-zero cost payments globally. Fully decentralized without any central authorities.  ",http://en.wikipedia.org/wiki/Litecoin,Charles Lee ,,A,,
United States,LiveText,Yahoo!,MessageEncryption,iOS/And,SW,Free,PR,http://livetext.yahoo.com,Video texting without sound. Messages are encrypted; content is not stored.,,,,A,,
United States,LockBin,Encryptomatic LLC ,MessageEncryption,Mac/Win/Lin/And,SW,Free,PR,http://lockbin.com,Encrypts and password-protects e-mail and file attachment.,,,,A,,
United States,LogMeOnce,LogMeOnce,PasswordMgr,Mac/Win/ioS/And,SW,Pay,PR,http://logmeonce.com,"First, passwords are encrypted; second, passwords are hashed, then sent as a secured package with salt.",,Kevin Shahbazi ,,A,,
United States,LogMeOnce MultiPurpose Secure USB,LogMeOnce,USB,,HW,Pay,PR,http://logmeonce.com/secure-usb-storage,"Encrypted, tamper-resistant USB drive. AES-256, and salt and hash.",,Kevin Shahbazi ,,A,,
United States,LUKS (Linux Unified Key Setup),Guardian Project,DiskEncryption,,SW,Free,OS,http://guardianproject.info/code/luks,Disk encryption specification; specifies a platform-independent standard on-disk format for use in various tools.,http://en.wikipedia.org/wiki/Linux_Unified_Key_Setup,Nathan Freitas ,,A,,
United States,Marionette ,Portland State University / Redjack LLC,Circumvention,,SW,Free,OS,http://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-dyer.pdf,"The first programmable network traffic obfuscation system capable of simultaneously controlling encrypted traffic features at a variety of levels, including ciphertext formats, stateful protocol semantics, and statistical properties. Marionette helps Internet traffic that would normally be blocked masquerade as ordinary, permitted online behavior. ",,"Scott Coull, Kevin Dyer, Thomas Shrimpton",,A,,
United States,Martus,"Beneficent Technology, Inc.. ",CloudEncryption,Mac/Win/Lin,SW,Free,OS,http://martus.org,Cloud encryption service supporting documentation of human rights abuses.,http://en.wikipedia.org/wiki/Benetech,,,A,,
United States,McAfee Drive Encryption,McAfee,DiskEncryption,Win,SW,Pay,PR,http://www.mcafee.com/ca/products/data-protection/technologies/drive-encryption.aspx,"Certified for FIPS 140-2, Common Criteria EAL2+, and AES-NI.",http://en.wikipedia.org/wiki/Intel_Security,,,A,,
United States,Messenger,Facebook,MessageEncryption,iOS/And,SW,Free,PR,http://play.google.com/store/apps/details?id=com.facebook.orca,IM service and software application providing text and voice communication. Integrated with Facebook's web-based Chat feature and built on the open MQTT protocol.,http://en.wikipedia.org/wiki/Facebook_Messenger,,Yes,A,,
United States,Microsoft Lync,Microsoft,MessageEncryption,Win,SW,Pay,PR,http://products.office.com/en-us/lync/lync-2013-video-conferencing-meeting-software,Envisioned as “Skype for business.”,http://en.wikipedia.org/wiki/Skype_for_Business,,,A,,
United States,Microsoft Office,Microsoft,Multi,Win,SW,Pay,PR,http://office.microsoft.com,,http://en.wikipedia.org/wiki/Microsoft_Office,,,A,,
United States,Mimesis Aegis,Georgia Tech,Telephone,,SW,Free,OS,http://smartech.gatech.edu/handle/1853/52026,"Smartphone encryption engine in development. Mimicry privacy shield enabling encryption of communications with other M-Aegis users. Provides isolation while preserving user experience, through creation of a conceptual layer called Layer 7.5 (L-7.5), which is interposed between the application (Layer 7) and the user (Layer 8).",,Billy Lau,,A,,
United States,miSecure,AMTELCO,MessageEncryption,iOS/And,SW,Pay,PR,http://misecuremessages.com,HIPAA-compliant MessageEncryption.,,,,A,,
United States,Mitto,Mitto LLC ,PasswordMgr,Web-based,SW,Free,PR,http://mitto.com,Free online password management site; uses 128-bit SSL certificates to encrypt all traffic between the browser and the servers; passwords are encrypted using 1024-bit RSA or 256-bit AES encryption algorithms.,http://en.wikipedia.org/wiki/Mitto_Password_Manager,Arsen Ovanessoff ,,A,,
United States,Mixminion ,,AnonRemailer,Mac/Win,SW,Free,OS,http://mixminion.net,Standard implementation of the Type III anonymous remailer protocol. Mixminion can send and receive anonymous e-mail. ,http://en.wikipedia.org/wiki/Mixminion,Nick Mathewson ,,A,,
United States,Monal,,MessageEncryption,Mac,SW,Free,OS,http://monal.im,"IM client for iOS and OSX that supports Google Talk, XMPP and Jingle VoIP. ",http://en.wikipedia.org/wiki/Monal_%28software%29,Anu Pokharel,,A,,
United States,mSecure,mSeven Software LLC ,PasswordMgr,Mac/Win/iOS/And,SW,Pay,PR,http://msevensoftware.com/msecure_ios,Saves and transmits user data with 256-bit Blowfish encryption that can only be accessed with the user's master password. ,http://en.wikipedia.org/wiki/MSecure,,,,,
United States,Mumble,Mumble Project,MessageEncryption,Mac/Win/Lin/iOS/And,SW,Free,OS,http://wiki.mumble.info/wiki/Main_Page,"Encrypted, low-latency, multi-user voice chat. ",http://en.wikipedia.org/wiki/Mumble_%28software%29,Thorvald Natvig ,,A,,
United States,Mymail-crypt,,MailEncryption,Browsers,SW,Free,OS,http://prometheusx.net/mymail-crypt-version-26,An OpenPGP browser (currently Chrome) extension that integrates tightly with Gmail and does encryption/decryption via JavaScript. ,,Sean Colyer,,A,,
United States,NanoCrypto,Mocana,DevTools,,SW,Pay,PR,http://mocana.com/iot-security/nanocrypto,Cryptographic engine purpose built for difficult and resource-constrained embedded systems environments.,http://en.wikipedia.org/wiki/Mocana,,,A,,
United States,Neobase,Neone,Multi,Mac/Win/iOS/And,HW,Pay,PR,www.neobase.com,"A small device running modified Linux on an ARM platform. From the Neobase running the central sharing point, users connect through SSH connections to secure share messages and files.",,Dave Glassco,,A,,
United States,News2Remail,"Packetderm, LLC.",AnonRemailer,Win,SW,Free,PR,http://cotse.net/news2remail,NNTP to remailer proxy for Windows.,,,,A,,
United States,nShield Connect,Thales,Network,,HW,Pay,PR,http://thales-esecurity.com,nCipher acquired by Thales in 2008.,http://en.wikipedia.org/wiki/Thales_Group,,,A,,
United States,Nunya,"Softwar, Inc.",MessageEncryption,And,SW,Pay,PR,http://softwar.net/nunya.html,Encrypted text SMS message system that enables the user to secure instant messages using a wide variety of ciphering methods.,,Charles R. Smith,,A,,
United States,okTurtles Browser Extension,okTurtles Foundation,MessageEncryption,Browsers,SW,Free,OS,http://okturtles.com,MITM-proof communication. In development.,,"Greg Slepak, Simon Grondin",,A,,
United States,Omlet,"Omlet, Inc.",MessageEncryption,iOS/And,SW,Free,PR,http://omlet.me,Incorporated into the Asus Zen UI.,http://en.wikipedia.org/wiki/Asus_Zen_UI,Monica Lam ,,A,,
United States,Onion Browser,,Browser,iOS,SW,Pay,OS,http://mike.tig.as/onionbrowser,Tor-powered web browser.,,Mike Tigas,,A,,
United States,OnionShare,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://onionshare.org,"Enables secure, anonymous sharing of files of any size; starts a web server accessible as a Tor hidden service, and generates an unguessable URL to access and download files. Recipient must use Tor browser to download the file.",,Micah Lee  ,,A,,
United States,OpenSPARC,Oracle,Microprocessor,,HW,,OS,http://www.oracle.com/technetwork/systems/opensparc/index.html,Open-source hardware project.J749,http://en.wikipedia.org/wiki/OpenSPARC,,,A,,
United States,OpenVPN,"OpenVPN Technologies, Inc.  ",VPN,Mac/Win/Lin,SW,Pay,OS,http://openvpn.net,,http://en.wikipedia.org/wiki/OpenVPN,,,A,,
United States,Orbot,Guardian Project,Circumvention,And,SW,Free,OS,http://guardianproject.info/apps/orbot,"Acts as an instance of the Tor network on mobile devices and allows traffic routing from a device's web browser, e-mail client, map program, etc., through the Tor network.",http://en.wikipedia.org/wiki/Orbot,Nathan Freitas ,,A,,
United States,Orweb,Guardian Project,Browser,And,SW,Free,OS,http://guardianproject.info/apps/orweb,Tor for Android.,,,,A,,
United States,OSTel,Guardian Project,Telephone,iOS/And/BlackBerry,SW,Free,OS,http://ostel.co,Tool for end-to-end encrypted VoIP calls; public testbed of the Open Secure Telephony Network (OSTN) project.,http://en.wikipedia.org/wiki/The_Guardian_Project_%28software%29,,,A,,
United States,ownCloud,"ownCloud, Inc.",CloudEncryption,Mac/Win/Lin/BSD/iOS/And/,SW,Free,OS,http://owncloud.org,Features encryption of user files.,http://en.wikipedia.org/wiki/OwnCloud,Frank Karlitschek ,,A,,
United States,Paltalk,AVM Software,VideoCall,Mac/Win//iOS/And/Kindle,SW,Free,PR,http://www.paltalk.com/,"Live, anonymous video chat, including group chat; paid upgrade offered. SSL encryption for “sensitive information”; no other mention of encryption on site.",http://en.wikipedia.org/wiki/Paltalk,,,A,,
United States,Paranoia Text Encryption for iOS,Paranoia Works,MessageEncryption,iOS,SW,Free,OS,http://paranoiaworks.mobi/pte,Universal text encryption application.,,,,A,,
United States,Paranoia Text Encryption for PC,Paranoia Works,MessageEncryption,Win,SW,Free,OS,http://paranoiaworks.mobi/ptepc,Universal text encryption application.,,,,A,,
United States,PassLok,,Identification,Mac/Win/iOS/And,SW,Free,OS,http://passlok.weebly.com,Performs public-key cryptography functions from a simple graphical interface.  ,,Francisco Ruiz ,,,,
United States,PasswdSafe,,PasswordMgr,And,SW,Free,OS,http://passwdsafe.sourceforge.net,Port of the Password Safe application to Android.,,Jeff Harris,,A,,
United States,Password Safe,Password Safe,PasswordMgr,Win,SW,Free,OS,https://www.pwsafe.org/,"Originally built on Blowfish algorithm; later implemented Twofish; keys derived using an equivalent of PBKDF2 with SHA-256 and a configurable number of iterations, currently set at 2048.",http://en.wikipedia.org/wiki/Password_Safe,Bruce Schneier,,,,
United States,Password Wallet,Selznick Scientific Products,PasswordMgr,Mac/Win/iOS/And,SW,Pay,PR,http://selznick.com/products/passwordwallet,"Mac, Win, and iOS users can export data-protected files onto a flash drive, and view their data in any browser.",,Sanford Selznick,,A,,
United States,PDA,"Softwar, Inc.",FileEncryption,Win/And,SW,Pay,OS,http://softwar.net,Designed to encrypt and decrypt any data file on an Android device using public-key files created by the user for public distribution. ,,Charles R. Smith,,A,,
United States,Petmail,,MessageEncryption,,SW,Free,OS,http://github.com/warner/petmail,In development.,,Brian Warner,,A,,
United States,PGPDisk,PGP Corporation/Symantec,DiskEncryption,Win,SW,Pay,PR,http://pgpi.org/products/pgpdisk,Allows creation of a virtual encrypted disk within a file. ,http://en.wikipedia.org/wiki/PGPDisk,,,A,,
United States,Pidgin,Twocrazyguys Research Technologies ,MessageEncryption,Win/Lin/Unix,SW,Free,OS,http://pidgin.im,"Third-party instant MessageEncryption/chat program that allows users to log in to multiple chat programs simultaneously (e.g., AIM, MSN, Google Talk) and to install a variety of privacy and security plugins. ",http://en.wikipedia.org/wiki/Pidgin_%28software%29,Mark Spencer ,No,A,,
United States,Private Safe,Enterprise Information Security Systems & Technologies ,DiskEncryption,,SW,Pay,PR,http://e-capsule.net/e/ps,"Enables creation of encrypted, password-protected vaults; AES-256.",,Shukhrat Zakhidov ,,,,
United States,Private Surf ,APH International ,Browser,iOS,SW,Pay,PR,http://itunes.apple.com/app/id787643960,Tor-capable web browser that lets you access the Internet privately and anonymously.,,Mike Nowak,,A,,
United States,ProtectedText,ProtectedText.com ,CloudEncryption,Web-based,SW,Free,OS,http://protectedtext.com,Website for password-protected storage of encrypted text.,,,,A,,
United States,Proxify,"UpsideOut, Inc.",AnonProxy,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://proxify.com,"2,048-bit TLS/SSL encryption. ",,Justin Schlechter,,A,,
United States,ProxyGambit,,Network,Lin,SW,Free,OS,http://github.com/samyk/proxygambit,Anonymize and fracture network traffic/Internet access over a point-to-point wireless link or through TCP->GSM->Wi-Fi tunnel (advanced resurrection of ProxyHam).,,Samy Kamkar,,A,,
United States,PSI,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://psi-im.org,Designed for the XMPP network; automatically encrypts communication with compatible IM servers to provide secure connection over untrusted networks; can also encrypt messages end-to-end with OpenPGP.,,Justin Karneges ,,A,,
United States,Purify,,AdBlocker,iOS,SW,Pay,PR,http://purify-app.com,"Content and tracking blocker for Safari; also syncs user preferences and whitelists via iCloud across all devices; enables blocking of ads, cookies, social buttons and comments, scripts, custom fonts, images.",,Chris Aljoudi,,A,,
United States,QuickSilver Lite,,MailEncryption,Win/Lin,SW,Pay,OS,http://quicksilvermail.net,Win32 Mixmaster anonymous remailer client.,http://en.wikipedia.org/wiki/Anonymous_remailer,Richard Christman ,,A,,
United States,Richochet Messenger,Invisible,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://invisible.im,Anonymous peer-to-peer instant MessageEncryption. In development.,http://en.wikipedia.org/wiki/Ricochet_%28software%29,H.D. Moore,,,,
United States,Ricochet,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://ricochet.im,Metadata-free chat. Alternative to TORChat. Formerly Torsion.,http://en.wikipedia.org/wiki/Ricochet_%28software%29,John Brooks,,A,,
United States,RiseUp,Riseup Networks ,Multi,Web-based,SW,Free,,http://riseup.net,Online communication tools for people and groups working on liberatory social change.  ,,,,,,
United States,Safe Camera Photo Encryption,,Camera,And,SW,Free,PR,http://safecamera.org,Uses AES with 256-bit key in CBC mode using PKCS7 Padding. Encryption/decryption key is derived using PBKDF2 algorithm using 2048 iterations. ,,Alex Amiryan,,A,,
United States,SafeHouse Explorer,PC Dynamics ,DiskEncryption,Win,SW,Free,PR,http://safehousesoftware.com/SafeHouseExplorer.aspx,256-bit Twofish.,,,,A,,
United States,Safehouse Professional,PC Dynamics ,FileEncryption,Win,SW,Pay,PR,http://safehousesoftware.com,448-bit AES.,,Peter Avritch,,A,,
United States,SafeNet,Gemalto,Network,,HW,Pay,PR,http://safenet-inc.com,Acquired by Gemalto in 2014.,http://en.wikipedia.org/wiki/SafeNet,,,A,,
United States,SafePad,,MessageEncryption,,SW,Free,OS,http://safepad.codeplex.com,AES encryption.,,Stephen Haunts ,,A,,
United States,SafeSlinger,Carnegie Mellon,MessageEncryption,iOS/And,SW,Free,OS,http://cylab.cmu.edu/safeslinger,"Encrypted, password-protected MessageEncryption; designed to prevent network-level attackers from reading and/or altering messages people send. A general exchange library facilitates usable identity authentication and confidentiality.",,"Adrian Perrig, Jonathan McCune, Michael Farb, Jason Lee, Manish Burman, Gurtej Singh Chandok, Yue-Hsun Lin ",,A,,
United States,SafeTalk,Dean Blakely & Associates,MessageEncryption,And,SW,Free,PR,http://deanblakely.com/SafeTalk.pdf,Safe multilingual MessageEncryption with NSA-proof encryption.,,,,A,,
United States,Satori ,,Circumvention,Browsers,SW,Free,OS,http://github.com/glamrock/Satori,In beta. A suite of tamper-resistant circumvention tools: Tor Browser Bundle; Enigmail for Thunderbird; TorBirdy e-mail over the Tor network; GPG4Win to gpg-encrypt e-mail.,,Griffin Boyce,,A,,
United States,Scramble,Scramble,MailEncryption,Web-based,SW,Free,OS,http://scramble.io,"Easy-to-use, open source encrypted e-mail. In development.",,D.C. Posch,,A,,
United States,Secret Message,kXm Interactive,MessageEncryption,iOS/And/BlackBerry,SW,Pay,PR,http://secretmessageapp.com,Combines functionality of message encryption and image file encryption.,,Konstantin Mayarovich,,A,,
United States,Secret Space Encryptor,Paranoia Works,Multi,And,SW,Free,OS,http://paranoiaworks.mobi/sse,"Password manager, text encryption and file encryption.",,,,A,,
United States,SecretAgent,Information Security Corp.,FileEncryption,Mac/Win/Lin,SW,Pay,PR,http://www.infoseccorp.com/products/secretagent/contents.htm,File encryption and digital signature utility.,,,,A,,
United States,SecuMail,On-Core Software LLC,MailEncryption,iOS,SW,Pay,PR,http://on-core.com/secumail/index.php,"Supports AES-256, AES-192, AES-128, Blowfish, Cast5, 3DES, and Twofish.",,,,A,,
United States,SecureCRT,"VanDyke Software, Inc. ",Network,Mac/Win/Lin,SW,Pay,PR,http://vandyke.com/products/securecrt,Terminal emulation with strong encryption.,http://en.wikipedia.org/wiki/SecureCRT,,,A,,
United States,SecureDoc,WinMagic,DiskEncryption,Win,SW,Pay,PR,http://winmagic.com/products/full-disk-encryption-for-windows,"Full disk encryption, multi-factor authentication, removable media container encryption, and file and folder encryption.",,,,A,,
United States,SecureDolphin,Securedolphin,MailEncryption,Browsers,SW,Pay,PR,http://securedolphin.com,Combines symmetric-key encryption and public-key encryption using NameCoin network.,,Vardan Bagiryan,,A,,
United States,SecureDrop ,Freedom of the Press Foundation,P2PFileSharing,,SW,Free,OS,http://github.com/freedomofpress/SecureDrop,Tor-based whistleblower submission system that media organizations can use to securely accept documents from and communicate with anonymous sources. ,http://en.wikipedia.org/wiki/SecureDrop,"Trevor Timm, Aaron Swartz",,A,,
United States,SecureZIP,PKWare,FileEncryption,,SW,Pay,PR,http://pkware.com/software/securezip,Combines ZIP compression and encryption.,http://en.wikipedia.org/wiki/PKZIP,,,,,
United States,Sentry 2020,Softwinter,DiskEncryption,Win,SW,Pay,PR,http://softwinter.com/sentry_nt.html,"Blowfish-448, CAST-128, MDC-1024, Square-128, Safer-128, DES-64(56), Triple DES-128(112).",http://en.wikipedia.org/wiki/Sentry_2020,,,A,,
United States,Sever: The AntiVillain Box ,Rogue Foundry,Circumvention,Lin,HW,Pay,OS,http://roguefoundry.com/phone/sever-the-anti-villian-box.html,"Embedded forced routing, peer-to-peer Internet networking device with inherent DNS security protections built in, individual packet encryption, a data containment engine, and IP obfuscation capabilities. ",,Tony McDermott,,A,,
United States,ShadowProtect Backup,StorageCraft Technology Corporation ,FileEncryption,Win/Lin,SW,Pay,PR,http://shadowprotect.com,Various models for home and business; enables AES 256-bit encryption of backup files.,http://en.wikipedia.org/wiki/ShadowProtect,,,A,,
United States,Signal,Open Whisper Systems,MessageEncryption,iOS/And,SW,Free,OS,http://whispersystems.org,Acquired by Twitter in 2011.,http://en.wikipedia.org/wiki/Signal_%28software%29,,,A,,
United States,Silouet Mobile Cash ,"Silouet, Inc.",Financial,iOS/And,SW,Pay,PR,http://www.silouet.com,Anonymous mobile P2P payment routing. In development.,,Tom Lazay ,,,,
United States,Silver Key,INVsoftworks LLC,FileEncryption,Win,SW,Pay,PR,http://kryptel.com/products/silverkey.php,HIPAA-compliant file encryption.,,,,A,,
United States,Skype,Microsoft,MessageEncryption,Mac/Win/Lin/iOS/And,SW,Free,PR,http://skype.com,Information is sent over SSL.,http://en.wikipedia.org/wiki/Skype_for_Business,,,A,,
United States,Slack,Slack,MessageEncryption,Mac/Win/iOS/And,SW,Free,PR,http://slack.com,All data transfer is encrypted (256-bit AES and TLS 1.2).,http://en.wikipedia.org/wiki/Slack_%28software%29,,,A,,
United States,Slick VPN,Slick VPN,VPN,Mac/Win,SW,Pay,PR,http://slickvpn.com,HYDRA feature entails an extra hop over SlickVPN's internal network.,,,,A,,
United States,SnapChat,Snapchat,MessageEncryption,iOS/And,SW,Free,PR,http://snapchat.com,Photo and video MessageEncryption application; auto-destruct option; only marginally secure.,http://en.wikipedia.org/wiki/Snapchat,"Evan Spiegel, Bobby Murphy, Reggie Brown",,A,,
United States,SNDR,PrivateGiant,MessageEncryption,,SW,Free,PR,http://sndr.com,"Enables recall and self-destruction of sent messages; sharing files with others not using SNDR; control coping, printing and forwarding. In development.",,,,,,
United States,SpiderOak Kloak,SpiderOak ,MessageEncryption,iOS/And,SW,Free,PR,http://spideroak.com,Beta. Zero knowledge social network.,http://en.wikipedia.org/wiki/SpiderOak,"Alan Fairless, Ethan Oberman",,A,,
United States,SpiderOak ONE,SpiderOak ,CloudEncryption,Mac/Win/Lin/ioS/And,SW,Pay,PR,http://spideroak.com,Zero knowledge system.,http://en.wikipedia.org/wiki/SpiderOak,"Alan Fairless, Ethan Oberman",,A,,
United States,SplashID Safe,"Splash Data, Inc.",PasswordMgr,Mac/Win//iOS/And,SW,Pay,PR,http://splashdata.com,"Multi-layer data security with hashing, salting, and 256-bit encryption.",,,,A,,
United States,Spok Mobile,Spok Inc.,MessageEncryption,iOS/And,SW,Pay,PR,http://spok.com,HIPAA-compliant MessageEncryption software.,,,,A,,
United States,Spot-On Communications Suite ,,MessageEncryption,BSD,SW,Free,OS,http://spot-on.sourceforge.net,An exploratory research project investigating a variety of communications and cryptographic protocols.,,textbrowser (Anonymous),,A,,
United States,Spyke,,VideoCall,,SW,Free,OS,http://spyke.herokuapp.com,In-browser video chat app using WebRTC and PeerJS. ,,allison burtch,,A,,
United States,SpyProof!,Information Security Corp.,DiskEncryption,Win,SW,Pay,PR,http://www.infoseccorp.com/products/spyproof/contents.htm,"128-, 192-, and 256-bit AES-CBC (FIPS 197 Certificate #9); FIPS 186-compliant.",,,,A,,
United States,SQLCipher,Zetetic LLC,FileEncryption,Lin/Unix,SW,Pay,OS,http://zetetic.net/sqlcipher,Extension to SQLite that provides transparent 256-bit AES encryption of database files. ,,Nick Parker ,,A,,
United States,SQLCipher for Android,Guardian Project/Zetetic LLC,DevTools,And,SW,Free,OS,http://guardianproject.info/code/sqlcipher,SQLite extension that provides transparent 256-bit AES encryption of database files. ,http://en.wikipedia.org/wiki/The_Guardian_Project_%28software%29,Nick Parker ,,A,,
