Pillar,Sub-Pillar,Country Name,agg_score,count_source,agg_score_wt
Strategy,Ambition,Finland,5.28641,1,5.28641
Strategy,Ambition,Sweden,5.27144,1,5.27144
Strategy,Ambition,Denmark,5.236510000000001,1,5.236510000000001
Strategy,Ambition,Germany,5.11675,1,5.11675
Strategy,Ambition,Belgium,5.101780000000001,1,5.101780000000001
Strategy,Ambition,Austria,5.09679,1,5.09679
Strategy,Ambition,Norway,5.0918,1,5.0918
Strategy,Ambition,France,5.07683,1,5.07683
Strategy,Ambition,Netherlands,5.07184,1,5.07184
Strategy,Ambition,Estonia,5.07184,1,5.07184
Strategy,Ambition,Slovenia,5.07184,1,5.07184
Strategy,Ambition,Czech Republic,5.06186,1,5.06186
Strategy,Ambition,Ireland,5.0419,1,5.0419
Strategy,Ambition,Croatia,5.01196,1,5.01196
Strategy,Ambition,Poland,5.0019800000000005,1,5.0019800000000005
Strategy,Ambition,Switzerland,4.99699,1,4.99699
Strategy,Ambition,United Kingdom,4.992000000000001,1,4.992000000000001
Strategy,Ambition,Japan,4.98202,1,4.98202
Strategy,Ambition,Slovak Republic,4.97204,1,4.97204
Strategy,Ambition,Spain,4.96705,1,4.96705
Strategy,Ambition,Canada,4.9520800000000005,1,4.9520800000000005
Strategy,Ambition,Latvia,4.9520800000000005,1,4.9520800000000005
Strategy,Ambition,New Zealand,4.94709,1,4.94709
Strategy,Ambition,Italy,4.932119999999999,1,4.932119999999999
Strategy,Ambition,Hungary,4.932119999999999,1,4.932119999999999
Strategy,Ambition,Belarus,4.932119999999999,1,4.932119999999999
Strategy,Ambition,"Korea, Rep.",4.922140000000001,1,4.922140000000001
Strategy,Ambition,Portugal,4.922140000000001,1,4.922140000000001
Strategy,Ambition,Iceland,4.90218,1,4.90218
Strategy,Ambition,High-income Countries,4.89719,1,4.89719
Strategy,Ambition,OECD members,4.85228,1,4.85228
Strategy,Ambition,Chile,4.847289999999999,1,4.847289999999999
Strategy,Ambition,Lithuania,4.82733,1,4.82733
Strategy,Ambition,United States,4.792400000000001,1,4.792400000000001
Strategy,Ambition,Malta,4.777430000000001,1,4.777430000000001
Strategy,Ambition,Australia,4.77244,1,4.77244
Strategy,Ambition,Serbia,4.77244,1,4.77244
Strategy,Ambition,Ukraine,4.76745,1,4.76745
Strategy,Ambition,Greece,4.762460000000001,1,4.762460000000001
Strategy,Ambition,Israel,4.7425,1,4.7425
Strategy,Ambition,Romania,4.7425,1,4.7425
Strategy,Ambition,Cyprus,4.73751,1,4.73751
Strategy,Ambition,Uruguay,4.71755,1,4.71755
Strategy,Ambition,Thailand,4.70258,1,4.70258
Strategy,Ambition,Luxembourg,4.70258,1,4.70258
Strategy,Ambition,Kyrgyz Republic,4.6926000000000005,1,4.6926000000000005
Strategy,Ambition,Bulgaria,4.68262,1,4.68262
Strategy,Ambition,Russian Federation,4.68262,1,4.68262
Strategy,Ambition,Moldova,4.677630000000001,1,4.677630000000001
Strategy,Ambition,Bosnia and Herzegovina,4.677630000000001,1,4.677630000000001
Strategy,Ambition,Cuba,4.677630000000001,1,4.677630000000001
Strategy,Ambition,Costa Rica,4.67264,1,4.67264
Strategy,Ambition,Argentina,4.63272,1,4.63272
Strategy,Ambition,Vietnam,4.63272,1,4.63272
Strategy,Ambition,North Macedonia,4.617750000000001,1,4.617750000000001
Strategy,Ambition,Ecuador,4.617750000000001,1,4.617750000000001
Strategy,Ambition,Azerbaijan,4.612760000000001,1,4.612760000000001
Strategy,Ambition,Georgia,4.60278,1,4.60278
Strategy,Ambition,China,4.59779,1,4.59779
Strategy,Ambition,Armenia,4.58282,1,4.58282
Strategy,Ambition,Kazakhstan,4.572839999999999,1,4.572839999999999
Strategy,Ambition,Eastern Europe and Central Asia,4.562860000000001,1,4.562860000000001
Strategy,Ambition,Tunisia,4.562860000000001,1,4.562860000000001
Strategy,Ambition,Brazil,4.557869999999999,1,4.557869999999999
Strategy,Ambition,Fiji,4.55288,1,4.55288
