Pillar,Sub-Pillar,Country Name,agg_score,count_source,agg_score_wt
Business,Financing Incentives,Albania,2.85374042263725,1,0.3170822691819166
Business,Financing Incentives,Algeria,3.520423236913337,1,0.3911581374348152
Business,Financing Incentives,Angola,1.0,1,0.1111111111111111
Business,Financing Incentives,Argentina,1.8819471979185052,1,0.20910524421316723
Business,Financing Incentives,Armenia,3.274553597766255,1,0.363839288640695
Business,Financing Incentives,Australia,3.597465291069321,1,0.39971836567436897
Business,Financing Incentives,Austria,3.840272057362788,1,0.42669689526253196
Business,Financing Incentives,Azerbaijan,4.416756345562705,1,0.4907507050625228
Business,Financing Incentives,Bahrain,4.557683644743072,1,0.5064092938603413
Business,Financing Incentives,Bangladesh,2.157493974827597,1,0.23972155275862186
Business,Financing Incentives,Barbados,1.4458416155184042,1,0.1606490683909338
Business,Financing Incentives,Belgium,3.98025890933107,1,0.4422509899256744
Business,Financing Incentives,Belize,0.0,0,0.0
Business,Financing Incentives,Benin,1.63238400422764,1,0.18137600046973779
Business,Financing Incentives,Bhutan,0.0,0,0.0
Business,Financing Incentives,Bolivia,2.2573530326698616,1,0.2508170036299846
Business,Financing Incentives,Bosnia and Herzegovina,1.899306970441398,1,0.211034107826822
Business,Financing Incentives,Botswana,2.382337311994177,1,0.26470414577713075
Business,Financing Incentives,Brazil,2.9646818315847865,1,0.32940909239830957
Business,Financing Incentives,Brunei Darussalam,3.1070123723057628,1,0.34522359692286253
Business,Financing Incentives,Bulgaria,3.310886158189208,1,0.36787623979880085
Business,Financing Incentives,Burkina Faso,1.025404078319115,1,0.11393378647990166
Business,Financing Incentives,Burundi,2.8639269163640844,1,0.31821410181823157
Business,Financing Incentives,Cabo Verde,2.812530303138873,1,0.3125033670154303
Business,Financing Incentives,Cambodia,3.0992584083706443,1,0.34436204537451603
Business,Financing Incentives,Cameroon,2.356794563273784,1,0.261866062585976
Business,Financing Incentives,Canada,4.256520816719845,1,0.47294675741331604
Business,Financing Incentives,Chad,1.6734600155968096,1,0.18594000173297884
Business,Financing Incentives,Chile,3.9195794283716734,1,0.43550882537463037
Business,Financing Incentives,China,4.84293385577798,1,0.5381037617531089
Business,Financing Incentives,Colombia,3.0495815563542195,1,0.3388423951504688
Business,Financing Incentives,"Congo, Dem. Rep.",1.5127964889595185,1,0.16808849877327983
Business,Financing Incentives,Costa Rica,2.4003112130940063,1,0.266701245899334
Business,Financing Incentives,Cote d'Ivoire,1.4096516076785532,1,0.15662795640872812
Business,Financing Incentives,Croatia,2.305235466570681,1,0.25613727406340897
Business,Financing Incentives,Cyprus,2.37308991380006,1,0.26367665708889554
Business,Financing Incentives,Czech Republic,3.963662237736773,1,0.4404069153040859
Business,Financing Incentives,Denmark,3.953224078031045,1,0.43924711978122716
Business,Financing Incentives,Dominican Republic,3.100125214560716,1,0.3444583571734129
Business,Financing Incentives,Ecuador,2.366223362789484,1,0.2629137069766093
Business,Financing Incentives,"Egypt, Arab Rep.",2.9369592321026667,1,0.326328803566963
Business,Financing Incentives,El Salvador,2.2207242164343697,1,0.2467471351593744
Business,Financing Incentives,Estonia,4.004029534144253,1,0.4448921704604726
Business,Financing Incentives,Ethiopia,3.2513802097885094,1,0.3612644677542788
Business,Financing Incentives,Finland,5.849883743630518,1,0.6499870826256131
Business,Financing Incentives,France,4.566738832431249,1,0.5074154258256943
Business,Financing Incentives,Gabon,1.2840961007201686,1,0.14267734452446315
