Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,Afghanistan,2019.0,Internet Exchange Points (IXPs) map,1.5317219618294888e-06,1.0004370882625793,True,Connectivity Technology
Infrastructure,Albania,2019.0,Internet Exchange Points (IXPs) map,7.299270072992701e-05,1.0285294075908504,True,Connectivity Technology
Infrastructure,Algeria,2019.0,Internet Exchange Points (IXPs) map,4.1986093366155264e-07,1.0,True,Connectivity Technology
Infrastructure,Angola,2019.0,Internet Exchange Points (IXPs) map,2.406352771316275e-06,1.000780917978013,True,Connectivity Technology
Infrastructure,Argentina,2019.0,Internet Exchange Points (IXPs) map,1.205836247437598e-05,1.0045752592172763,True,Connectivity Technology
Infrastructure,Armenia,2019.0,Internet Exchange Points (IXPs) map,3.5124692658939236e-05,1.0136429591627096,True,Connectivity Technology
Infrastructure,Australia,2019.0,Internet Exchange Points (IXPs) map,5.070189625091979e-06,1.0018281098416666,True,Connectivity Technology
Infrastructure,Austria,2019.0,Internet Exchange Points (IXPs) map,7.270964614638875e-05,1.028418134839131,True,Connectivity Technology
Infrastructure,Azerbaijan,2019.0,Internet Exchange Points (IXPs) map,1.2098628015583032e-05,1.0045910881698181,True,Connectivity Technology
Infrastructure,Bahrain,2019.0,Internet Exchange Points (IXPs) map,0.0038461538461538464,2.511812306895264,True,Connectivity Technology
Infrastructure,Bangladesh,2019.0,Internet Exchange Points (IXPs) map,3.841130828916033e-05,1.0149349741530596,True,Connectivity Technology
Infrastructure,Barbados,2019.0,Internet Exchange Points (IXPs) map,0.002325581395348837,1.9140538156715685,True,Connectivity Technology
Infrastructure,Belarus,2019.0,Internet Exchange Points (IXPs) map,4.9265937530791214e-06,1.0017716602777178,True,Connectivity Technology
Infrastructure,Belgium,2019.0,Internet Exchange Points (IXPs) map,9.907529722589168e-05,1.0387828443937928,True,Connectivity Technology
Infrastructure,Belize,2019.0,Internet Exchange Points (IXPs) map,4.3840420868040336e-05,1.0170692349323582,True,Connectivity Technology
Infrastructure,Benin,2019.0,Internet Exchange Points (IXPs) map,8.868393047179851e-06,1.0033212372133653,True,Connectivity Technology
Infrastructure,Bhutan,2019.0,Internet Exchange Points (IXPs) map,2.6219192448872574e-05,1.0101420813411082,True,Connectivity Technology
Infrastructure,Bolivia (Plurinational State of),2019.0,Internet Exchange Points (IXPs) map,2.7693159789531984e-06,1.000923603937667,True,Connectivity Technology
Infrastructure,Bosnia and Herzegovina,2019.0,Internet Exchange Points (IXPs) map,1.953125e-05,1.007512956773244,True,Connectivity Technology
Infrastructure,Botswana,2019.0,Internet Exchange Points (IXPs) map,1.7645086725601256e-06,1.0005286000040352,True,Connectivity Technology
Infrastructure,Brazil,2019.0,Internet Exchange Points (IXPs) map,5.623260677614876e-06,1.0020455298782591,True,Connectivity Technology
Infrastructure,United States Virgin Islands,2019.0,Internet Exchange Points (IXPs) map,0.006666666666666667,3.620595704341568,True,Connectivity Technology
Infrastructure,United States Virgin Islands,2019.0,Internet Exchange Points (IXPs) map,0.002857142857142857,2.123018128569936,True,Connectivity Technology
Infrastructure,Bulgaria,2019.0,Internet Exchange Points (IXPs) map,7.369196757553427e-05,1.0288042992570592,True,Connectivity Technology
Infrastructure,Burkina Faso,2019.0,Internet Exchange Points (IXPs) map,7.3099415204678366e-06,1.0027085879227908,True,Connectivity Technology
Infrastructure,Burundi,2019.0,Internet Exchange Points (IXPs) map,7.788161993769471e-05,1.03045131073187,True,Connectivity Technology
Infrastructure,Cambodia,2019.0,Internet Exchange Points (IXPs) map,2.2660321776569226e-05,1.008743039051206,True,Connectivity Technology
Infrastructure,Cameroon,2019.0,Internet Exchange Points (IXPs) map,4.230923822216581e-06,1.0014981826094609,True,Connectivity Technology
Infrastructure,Canada,2019.0,Internet Exchange Points (IXPs) map,3.680739360153654e-06,1.0012818973323183,True,Connectivity Technology
Infrastructure,Chad,2019.0,Internet Exchange Points (IXPs) map,7.941550190597204e-07,1.000147140287622,True,Connectivity Technology
Infrastructure,Chile,2019.0,Internet Exchange Points (IXPs) map,1.0759456217082788e-05,1.004064640835239,True,Connectivity Technology
Infrastructure,China,2019.0,Internet Exchange Points (IXPs) map,2.8648117915738222e-06,1.0009611446894016,True,Connectivity Technology
Infrastructure,Colombia,2019.0,Internet Exchange Points (IXPs) map,3.605227579990987e-06,1.0012522125857903,True,Connectivity Technology
Infrastructure,Costa Rica,2019.0,Internet Exchange Points (IXPs) map,3.916960438699569e-05,1.015233071051437,True,Connectivity Technology
Infrastructure,Côte d'Ivoire,2019.0,Internet Exchange Points (IXPs) map,6.289308176100629e-06,1.0023073625502685,True,Connectivity Technology
Infrastructure,Croatia,2019.0,Internet Exchange Points (IXPs) map,1.7670966601873123e-05,1.0067816531140699,True,Connectivity Technology
Infrastructure,Cuba,2019.0,Internet Exchange Points (IXPs) map,9.633911368015415e-06,1.0036221732695358,True,Connectivity Technology
Infrastructure,Curaçao,2019.0,Internet Exchange Points (IXPs) map,0.0022522522522522522,1.8852270945791698,True,Connectivity Technology
Infrastructure,Cyprus,2019.0,Internet Exchange Points (IXPs) map,0.00010822510822510823,1.042379764234724,True,Connectivity Technology
Infrastructure,Czechia,2019.0,Internet Exchange Points (IXPs) map,6.476683937823834e-05,1.0252957053966554,True,Connectivity Technology
Infrastructure,Democratic Republic of the Congo (the),2019.0,Internet Exchange Points (IXPs) map,1.7644074899097947e-06,1.0005285602277074,True,Connectivity Technology
Infrastructure,Denmark,2019.0,Internet Exchange Points (IXPs) map,0.000125,1.0489742109462181,True,Connectivity Technology
Infrastructure,Djibouti,2019.0,Internet Exchange Points (IXPs) map,4.3140638481449525e-05,1.0167941405997125,True,Connectivity Technology
Infrastructure,Dominica,2019.0,Internet Exchange Points (IXPs) map,0.0013333333333333333,1.5239870982612826,True,Connectivity Technology
Infrastructure,Dominican Republic (the),2019.0,Internet Exchange Points (IXPs) map,4.1399296211964395e-05,1.0161095943768998,True,Connectivity Technology
Infrastructure,Ecuador,2019.0,Internet Exchange Points (IXPs) map,2.0132066355290708e-05,1.0077491461622143,True,Connectivity Technology
Infrastructure,Egypt,2019.0,Internet Exchange Points (IXPs) map,3.0137123913807826e-06,1.0010196796167152,True,Connectivity Technology
Infrastructure,El Salvador,2019.0,Internet Exchange Points (IXPs) map,4.826254826254826e-05,1.0188076356234534,True,Connectivity Technology
Infrastructure,Estonia,2019.0,Internet Exchange Points (IXPs) map,9.201748332183115e-05,1.0360083181366617,True,Connectivity Technology
Infrastructure,Finland,2019.0,Internet Exchange Points (IXPs) map,2.3032376941300343e-05,1.0088892991875145,True,Connectivity Technology
Infrastructure,France,2019.0,Internet Exchange Points (IXPs) map,6.392028592457041e-05,1.0249629132860678,True,Connectivity Technology
Infrastructure,Gabon,2019.0,Internet Exchange Points (IXPs) map,3.8809329762875e-06,1.0013605962682812,True,Connectivity Technology
Infrastructure,Gambia (the),2019.0,Internet Exchange Points (IXPs) map,9.881422924901186e-05,1.0386802148874619,True,Connectivity Technology
Infrastructure,Georgia,2019.0,Internet Exchange Points (IXPs) map,1.4390559792775939e-05,1.0054920788989328,True,Connectivity Technology
Infrastructure,Germany,2019.0,Internet Exchange Points (IXPs) map,0.00010876409639933596,1.042591648093098,True,Connectivity Technology
Infrastructure,Ghana,2019.0,Internet Exchange Points (IXPs) map,4.394831677946735e-06,1.001562617100885,True,Connectivity Technology
Infrastructure,Greece,2019.0,Internet Exchange Points (IXPs) map,3.103180760279286e-05,1.012033988281632,True,Connectivity Technology
Infrastructure,Grenada,2019.0,Internet Exchange Points (IXPs) map,0.0029411764705882353,2.1560529280354865,True,Connectivity Technology
Infrastructure,Guam,2019.0,Internet Exchange Points (IXPs) map,0.001851851851851852,1.7278240460746441,True,Connectivity Technology
Infrastructure,Guatemala,2019.0,Internet Exchange Points (IXPs) map,9.33184023889511e-06,1.0035034248453554,True,Connectivity Technology
Infrastructure,Guinea,2019.0,Internet Exchange Points (IXPs) map,4.069672798307016e-06,1.001434792556123,True,Connectivity Technology
Infrastructure,Haiti,2019.0,Internet Exchange Points (IXPs) map,3.6284470246734395e-05,1.0140988841011553,True,Connectivity Technology
Infrastructure,Honduras,2019.0,Internet Exchange Points (IXPs) map,8.93734918223255e-06,1.0033483448432765,True,Connectivity Technology
Infrastructure,Hungary,2019.0,Internet Exchange Points (IXPs) map,1.0957703265395573e-05,1.0041425745479182,True,Connectivity Technology
Infrastructure,Iceland,2019.0,Internet Exchange Points (IXPs) map,9.91768322919766e-06,1.0037337279932204,True,Connectivity Technology
Infrastructure,India,2019.0,Internet Exchange Points (IXPs) map,1.0426511591926516e-05,1.0039337556040295,True,Connectivity Technology
Infrastructure,Indonesia,2019.0,Internet Exchange Points (IXPs) map,1.2250208919323852e-05,1.004650676762437,True,Connectivity Technology
Infrastructure,Iran (Islamic Republic of),2019.0,Internet Exchange Points (IXPs) map,2.455855988604828e-06,1.0008003783913995,True,Connectivity Technology
Infrastructure,Ireland,2019.0,Internet Exchange Points (IXPs) map,7.257947452460444e-05,1.0283669625374123,True,Connectivity Technology
Infrastructure,Israel,2019.0,Internet Exchange Points (IXPs) map,4.621072088724584e-05,1.018001033323469,True,Connectivity Technology
Infrastructure,Italy,2019.0,Internet Exchange Points (IXPs) map,4.366372216437712e-05,1.0169997721780861,True,Connectivity Technology
Infrastructure,Jamaica,2019.0,Internet Exchange Points (IXPs) map,9.233610341643582e-05,1.03613357219274,True,Connectivity Technology
Infrastructure,Japan,2019.0,Internet Exchange Points (IXPs) map,7.956104252400548e-05,1.0311115154533146,True,Connectivity Technology
Infrastructure,Jordan,2019.0,Internet Exchange Points (IXPs) map,1.1263798152737103e-05,1.0042629047682452,True,Connectivity Technology
