Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,Germany,2019.0,International industrial applications by origin (Hague System),9.290798900633726e-06,1.6614963360452006,True,Innovation Ecosystem
Infrastructure,Republic of Korea (the),2019.0,International industrial applications by origin (Hague System),2.274261291504253e-05,2.619253120888101,True,Innovation Ecosystem
Infrastructure,Switzerland,2019.0,International industrial applications by origin (Hague System),7.00851750613391e-05,5.99,True,Innovation Ecosystem
Infrastructure,Italy,2019.0,International industrial applications by origin (Hague System),6.897812474295394e-06,1.4911179035596227,True,Innovation Ecosystem
Infrastructure,Netherlands (the),2019.0,International industrial applications by origin (Hague System),1.0435359749514467e-05,1.7429880157180597,True,Innovation Ecosystem
Infrastructure,United States of America (the),2019.0,International industrial applications by origin (Hague System),1.2487438208234386e-06,1.088909411447647,True,Innovation Ecosystem
Infrastructure,France,2019.0,International industrial applications by origin (Hague System),6.9443488212733686e-06,1.494431248660307,True,Innovation Ecosystem
Infrastructure,Japan,2019.0,International industrial applications by origin (Hague System),3.1441826075998887e-06,1.2238629096409033,True,Innovation Ecosystem
Infrastructure,China,2019.0,International industrial applications by origin (Hague System),1.7099337132391082e-07,1.0121745707585026,True,Innovation Ecosystem
Infrastructure,United Kingdom of Great Britain and Northern Ireland (the),2019.0,International industrial applications by origin (Hague System),2.723070045426045e-06,1.1938800825536005,True,Innovation Ecosystem
Infrastructure,Sweden,2019.0,International industrial applications by origin (Hague System),9.728679768539142e-06,1.6926730510770984,True,Innovation Ecosystem
Infrastructure,Denmark,2019.0,International industrial applications by origin (Hague System),1.6854641785546353e-05,2.2000349922257776,True,Innovation Ecosystem
Infrastructure,Cyprus,2019.0,International industrial applications by origin (Hague System),2.7532718046612058e-05,2.960304200315557,True,Innovation Ecosystem
Infrastructure,Turkey,2019.0,International industrial applications by origin (Hague System),1.0907398856619329e-06,1.0776596765962199,True,Innovation Ecosystem
Infrastructure,Spain,2019.0,International industrial applications by origin (Hague System),1.7185221532675228e-06,1.1223571966153991,True,Innovation Ecosystem
Infrastructure,Luxembourg,2019.0,International industrial applications by origin (Hague System),6.61289255985071e-05,5.708318677205935,True,Innovation Ecosystem
Infrastructure,Austria,2019.0,International industrial applications by origin (Hague System),5.4054541031901185e-06,1.3848633602086535,True,Innovation Ecosystem
Infrastructure,Czechia,2019.0,International industrial applications by origin (Hague System),1.7803815076458015e-06,1.126761525748878,True,Innovation Ecosystem
Infrastructure,Ukraine,2019.0,International industrial applications by origin (Hague System),8.5612188994855e-07,1.0609550911031376,True,Innovation Ecosystem
Infrastructure,Norway,2019.0,International industrial applications by origin (Hague System),8.040545291082698e-06,1.5724794290288537,True,Innovation Ecosystem
Infrastructure,Russian Federation (the),2019.0,International industrial applications by origin (Hague System),2.492966700384272e-07,1.017749693603576,True,Innovation Ecosystem
Infrastructure,Belgium,2019.0,International industrial applications by origin (Hague System),4.090876648753849e-06,1.2912666546015712,True,Innovation Ecosystem
Infrastructure,Poland,2019.0,International industrial applications by origin (Hague System),1.3433257452988538e-06,1.0956435574738108,True,Innovation Ecosystem
Infrastructure,Tunisia,2019.0,International industrial applications by origin (Hague System),1.710173333763157e-07,1.0121762768345934,True,Innovation Ecosystem
Infrastructure,Canada,2019.0,International industrial applications by origin (Hague System),9.842157332790258e-07,1.0700752549275077,True,Innovation Ecosystem
Infrastructure,Bosnia and Herzegovina,2019.0,International industrial applications by origin (Hague System),2.4235094962190223e-06,1.1725516469859534,True,Innovation Ecosystem
Infrastructure,Hungary,2019.0,International industrial applications by origin (Hague System),1.1257641251927488e-06,1.0801533702355068,True,Innovation Ecosystem
Infrastructure,Portugal,2019.0,International industrial applications by origin (Hague System),2.3332088631216217e-06,1.1661223249679706,True,Innovation Ecosystem
Infrastructure,Morocco,2019.0,International industrial applications by origin (Hague System),1.0967387759616575e-07,1.007808679206778,True,Innovation Ecosystem
Infrastructure,Croatia,2019.0,International industrial applications by origin (Hague System),4.181781552095281e-06,1.2977390001051208,True,Innovation Ecosystem
Infrastructure,Slovenia,2019.0,International industrial applications by origin (Hague System),1.5322845165043802e-05,2.090972481793037,True,Innovation Ecosystem
Infrastructure,Finland,2019.0,International industrial applications by origin (Hague System),4.52766821826838e-06,1.3223658125899749,True,Innovation Ecosystem
Infrastructure,Bulgaria,2019.0,International industrial applications by origin (Hague System),1.5768888871049337e-06,1.112273038338948,True,Innovation Ecosystem
Infrastructure,Slovakia,2019.0,International industrial applications by origin (Hague System),5.500401804351807e-07,1.0391623549198439,True,Innovation Ecosystem
Infrastructure,Serbia,2019.0,International industrial applications by origin (Hague System),2.7356885692132806e-06,1.1947785098407293,True,Innovation Ecosystem
Infrastructure,Singapore,2019.0,International industrial applications by origin (Hague System),2.805261056717294e-06,1.1997320069582178,True,Innovation Ecosystem
Infrastructure,Ireland,2019.0,International industrial applications by origin (Hague System),1.8239521394958596e-06,1.1298637146603203,True,Innovation Ecosystem
Infrastructure,Republic of Moldova (the),2019.0,International industrial applications by origin (Hague System),3.0038475532347496e-06,1.213871182850335,True,Innovation Ecosystem
Infrastructure,Lithuania,2019.0,International industrial applications by origin (Hague System),2.505245805771156e-06,1.1783711970449804,True,Innovation Ecosystem
Infrastructure,United Arab Emirates (the),2019.0,International industrial applications by origin (Hague System),3.070459052051036e-07,1.0218613860296777,True,Innovation Ecosystem
