Pillar,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
Infrastructure,Afghanistan,2019,"Country, Industry, Skill Migration Data (Country)",23.01,3.1898195650329475,True,Innovation Ecosystem
Infrastructure,Albania,2019,"Country, Industry, Skill Migration Data (Country)",-16.580000000000002,2.6311100427048277,True,Innovation Ecosystem
Infrastructure,Algeria,2019,"Country, Industry, Skill Migration Data (Country)",-23.470000000000002,2.5338756752170593,True,Innovation Ecosystem
Infrastructure,Angola,2019,"Country, Industry, Skill Migration Data (Country)",19.070000000000007,3.1342167482112053,True,Innovation Ecosystem
Infrastructure,Argentina,2019,"Country, Industry, Skill Migration Data (Country)",-8.77,2.741327809044374,True,Innovation Ecosystem
Infrastructure,Armenia,2019,"Country, Industry, Skill Migration Data (Country)",-12.46,2.6892530897367006,True,Innovation Ecosystem
Infrastructure,Australia,2019,"Country, Industry, Skill Migration Data (Country)",42.52000000000001,3.4651522950309683,True,Innovation Ecosystem
Infrastructure,Austria,2019,"Country, Industry, Skill Migration Data (Country)",26.61,3.2406241692355553,True,Innovation Ecosystem
Infrastructure,Azerbaijan,2019,"Country, Industry, Skill Migration Data (Country)",-10.29,2.719876976158828,True,Innovation Ecosystem
Infrastructure,"Bahamas, The",2019,"Country, Industry, Skill Migration Data (Country)",-8.82,2.74062218954156,True,Innovation Ecosystem
Infrastructure,Bahrain,2019,"Country, Industry, Skill Migration Data (Country)",18.379999999999995,3.1244791990723724,True,Innovation Ecosystem
Infrastructure,Bangladesh,2019,"Country, Industry, Skill Migration Data (Country)",-11.75,2.6992728866766598,True,Innovation Ecosystem
Infrastructure,Belarus,2019,"Country, Industry, Skill Migration Data (Country)",-26.04,2.49760683277242,True,Innovation Ecosystem
Infrastructure,Belgium,2019,"Country, Industry, Skill Migration Data (Country)",12.560000000000002,3.0423450889448236,True,Innovation Ecosystem
Infrastructure,Benin,2019,"Country, Industry, Skill Migration Data (Country)",-38.71,2.3188028507593543,True,Innovation Ecosystem
Infrastructure,Bolivia,2019,"Country, Industry, Skill Migration Data (Country)",-6.3100000000000005,2.7760442885828223,True,Innovation Ecosystem
Infrastructure,Bosnia and Herzegovina,2019,"Country, Industry, Skill Migration Data (Country)",-38.059999999999995,2.3279759042959363,True,Innovation Ecosystem
Infrastructure,Botswana,2019,"Country, Industry, Skill Migration Data (Country)",4.15,2.9236598885715095,True,Innovation Ecosystem
Infrastructure,Brazil,2019,"Country, Industry, Skill Migration Data (Country)",-12.419999999999998,2.689817585338952,True,Innovation Ecosystem
Infrastructure,Bulgaria,2019,"Country, Industry, Skill Migration Data (Country)",-10.16,2.721711586866144,True,Innovation Ecosystem
Infrastructure,Burkina Faso,2019,"Country, Industry, Skill Migration Data (Country)",-7.3,2.762073022427105,True,Innovation Ecosystem
Infrastructure,Cambodia,2019,"Country, Industry, Skill Migration Data (Country)",6.23,2.9530136598885717,True,Innovation Ecosystem
Infrastructure,Cameroon,2019,"Country, Industry, Skill Migration Data (Country)",-35.79,2.3600110297236916,True,Innovation Ecosystem
Infrastructure,Canada,2019,"Country, Industry, Skill Migration Data (Country)",57.789999999999985,3.680648491190362,True,Innovation Ecosystem
Infrastructure,Chile,2019,"Country, Industry, Skill Migration Data (Country)",23.86,3.2018150965807854,True,Innovation Ecosystem
Infrastructure,China,2019,"Country, Industry, Skill Migration Data (Country)",-2.0,2.8368686897253887,True,Innovation Ecosystem
Infrastructure,Colombia,2019,"Country, Industry, Skill Migration Data (Country)",-3.880000000000001,2.810337396419582,True,Innovation Ecosystem
Infrastructure,"Congo, Dem. Rep.",2019,"Country, Industry, Skill Migration Data (Country)",16.53,3.0983712774682544,True,Innovation Ecosystem
