Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Afghanistan,2019,Number of mobile apps available in national language(s),3.0,1.15,True,Access
Angola,2019,Number of mobile apps available in national language(s),57.97850037,3.8989250185,True,Access
Albania,2019,Number of mobile apps available in national language(s),67.28644562,4.364322281,True,Access
United Arab Emirates,2019,Number of mobile apps available in national language(s),78.45343781,4.9226718905,True,Access
Argentina,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Armenia,2019,Number of mobile apps available in national language(s),12.54147625,1.6270738125,True,Access
Australia,2019,Number of mobile apps available in national language(s),100.0,6.0,True,Access
Austria,2019,Number of mobile apps available in national language(s),89.19731903,5.4598659515,True,Access
Azerbaijan,2019,Number of mobile apps available in national language(s),25.40082932,2.270041466,True,Access
Burundi,2019,Number of mobile apps available in national language(s),6.738045216,1.3369022608,True,Access
Belgium,2019,Number of mobile apps available in national language(s),84.22556305,5.2112781525,True,Access
Benin,2019,Number of mobile apps available in national language(s),29.47894669,2.4739473345,True,Access
Burkina Faso,2019,Number of mobile apps available in national language(s),18.52962303,1.9264811515,True,Access
Bangladesh,2019,Number of mobile apps available in national language(s),50.59863281,3.5299316405,True,Access
Bulgaria,2019,Number of mobile apps available in national language(s),60.42394638,4.021197319,True,Access
Bahrain,2019,Number of mobile apps available in national language(s),78.45343781,4.9226718905,True,Access
Bahamas,2019,Number of mobile apps available in national language(s),100.0,6.0,True,Access
Bosnia and Herzegovina,2019,Number of mobile apps available in national language(s),63.07118607,4.1535593035,True,Access
Belarus,2019,Number of mobile apps available in national language(s),61.59344482,4.079672241,True,Access
Belize,2019,Number of mobile apps available in national language(s),70.0,4.5,True,Access
Bolivia,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Brazil,2019,Number of mobile apps available in national language(s),82.82642365,5.1413211825,True,Access
Barbados,2019,Number of mobile apps available in national language(s),100.0,6.0,True,Access
Brunei Darussalam,2019,Number of mobile apps available in national language(s),68.39606476,4.419803238,True,Access
Bhutan,2019,Number of mobile apps available in national language(s),41.66331482,3.0831657409999997,True,Access
Botswana,2019,Number of mobile apps available in national language(s),31.0,2.55,True,Access
Central African Republic,2019,Number of mobile apps available in national language(s),24.42541313,2.2212706564999998,True,Access
Canada,2019,Number of mobile apps available in national language(s),100.0,6.0,True,Access
Switzerland,2019,Number of mobile apps available in national language(s),89.19731903,5.4598659515,True,Access
Chile,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
China,2019,Number of mobile apps available in national language(s),83.28157806,5.164078903,True,Access
Cote d'Ivoire,2019,Number of mobile apps available in national language(s),48.00857162,3.400428581,True,Access
Cameroon,2019,Number of mobile apps available in national language(s),48.00857162,3.400428581,True,Access
"Congo, Democratic Republic",2019,Number of mobile apps available in national language(s),39.58601379,2.9793006895000005,True,Access
Congo,2019,Number of mobile apps available in national language(s),48.85082626,3.442541313,True,Access
Colombia,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Comoros,2019,Number of mobile apps available in national language(s),21.05639076,2.052819538,True,Access
Cabo Verde,2019,Number of mobile apps available in national language(s),82.82642365,5.1413211825,True,Access
Costa Rica,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Cyprus,2019,Number of mobile apps available in national language(s),79.44245911,4.9721229555,True,Access
Czechia,2019,Number of mobile apps available in national language(s),75.74287415,4.7871437075,True,Access
Germany,2019,Number of mobile apps available in national language(s),89.19731903,5.4598659515,True,Access
Denmark,2019,Number of mobile apps available in national language(s),86.0,5.3,True,Access
Dominican Republic,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Algeria,2019,Number of mobile apps available in national language(s),78.45343781,4.9226718905,True,Access
Ecuador,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Egypt,2019,Number of mobile apps available in national language(s),78.45343781,4.9226718905,True,Access
Spain,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
Estonia,2019,Number of mobile apps available in national language(s),57.87675858,3.893837929,True,Access
Ethiopia,2019,Number of mobile apps available in national language(s),47.77334976,3.3886674880000003,True,Access
Finland,2019,Number of mobile apps available in national language(s),74.6200943,4.731004715,True,Access
Fiji,2019,Number of mobile apps available in national language(s),28.70896149,2.4354480745,True,Access
France,2019,Number of mobile apps available in national language(s),84.22556305,5.2112781525,True,Access
Gabon,2019,Number of mobile apps available in national language(s),51.37759399,3.5688796995,True,Access
United Kingdom,2019,Number of mobile apps available in national language(s),100.0,6.0,True,Access
Georgia,2019,Number of mobile apps available in national language(s),15.13085079,1.7565425394999998,True,Access
Ghana,2019,Number of mobile apps available in national language(s),67.0,4.35,True,Access
Guinea,2019,Number of mobile apps available in national language(s),20.21413422,2.010706711,True,Access
Gambia,2019,Number of mobile apps available in national language(s),3.0,1.15,True,Access
Guinea-Bissau,2019,Number of mobile apps available in national language(s),12.63383484,1.6316917420000001,True,Access
Greece,2019,Number of mobile apps available in national language(s),74.80780792,4.7403903960000005,True,Access
Guatemala,2019,Number of mobile apps available in national language(s),89.72428894,5.486214447,True,Access
