Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Afghanistan,2019,Gender gap for social media use,0.0,1.0,True,Access
Angola,2019,Gender gap for social media use,49.55249405,3.4776247025,True,Access
Albania,2019,Gender gap for social media use,41.4061203,3.070306015,True,Access
United Arab Emirates,2019,Gender gap for social media use,13.89049721,1.6945248605,True,Access
Argentina,2019,Gender gap for social media use,100.0,6.0,True,Access
Armenia,2019,Gender gap for social media use,88.38256073,5.4191280365,True,Access
Australia,2019,Gender gap for social media use,100.0,6.0,True,Access
Austria,2019,Gender gap for social media use,93.79489136,5.689744568,True,Access
Azerbaijan,2019,Gender gap for social media use,82.57839966,5.128919983,True,Access
Burundi,2019,Gender gap for social media use,20.19921494,2.009960747,True,Access
Belgium,2019,Gender gap for social media use,100.0,6.0,True,Access
Benin,2019,Gender gap for social media use,18.55998421,1.9279992105,True,Access
Burkina Faso,2019,Gender gap for social media use,9.472890854,1.4736445427,True,Access
Bangladesh,2019,Gender gap for social media use,7.507240772,1.3753620386,True,Access
Bulgaria,2019,Gender gap for social media use,100.0,6.0,True,Access
Bahrain,2019,Gender gap for social media use,23.20227623,2.1601138114999996,True,Access
Bahamas,2019,Gender gap for social media use,100.0,6.0,True,Access
Bosnia and Herzegovina,2019,Gender gap for social media use,81.216362,5.0608181000000005,True,Access
Belarus,2019,Gender gap for social media use,90.60150146,5.530075073,True,Access
Belize,2019,Gender gap for social media use,100.0,6.0,True,Access
Bolivia,2019,Gender gap for social media use,81.49380493,5.0746902465,True,Access
Brazil,2019,Gender gap for social media use,100.0,6.0,True,Access
Barbados,2019,Gender gap for social media use,100.0,6.0,True,Access
Brunei Darussalam,2019,Gender gap for social media use,74.02597046,4.701298523,True,Access
Bhutan,2019,Gender gap for social media use,85.87497711,5.2937488555000005,True,Access
Botswana,2019,Gender gap for social media use,93.16314697,5.6581573485000005,True,Access
Central African Republic,2019,Gender gap for social media use,18.35148048,1.9175740239999999,True,Access
Canada,2019,Gender gap for social media use,100.0,6.0,True,Access
Switzerland,2019,Gender gap for social media use,93.79489136,5.689744568,True,Access
Chile,2019,Gender gap for social media use,100.0,6.0,True,Access
China,2019,Gender gap for social media use,100.0,6.0,True,Access
Cote d'Ivoire,2019,Gender gap for social media use,34.80342865,2.7401714325,True,Access
Cameroon,2019,Gender gap for social media use,59.06298828,3.9531494140000003,True,Access
"Congo, Democratic Republic",2019,Gender gap for social media use,31.82859802,2.591429901,True,Access
Congo,2019,Gender gap for social media use,43.76489258,3.188244629,True,Access
Colombia,2019,Gender gap for social media use,96.7589798,5.83794899,True,Access
Comoros,2019,Gender gap for social media use,44.74046326,3.237023163,True,Access
Cabo Verde,2019,Gender gap for social media use,85.93442535,5.2967212675,True,Access
Costa Rica,2019,Gender gap for social media use,100.0,6.0,True,Access
Cyprus,2019,Gender gap for social media use,81.80845642,5.090422821,True,Access
Czechia,2019,Gender gap for social media use,100.0,6.0,True,Access
Germany,2019,Gender gap for social media use,85.72242737,5.2861213685,True,Access
Denmark,2019,Gender gap for social media use,100.0,6.0,True,Access
Dominican Republic,2019,Gender gap for social media use,95.63735962,5.7818679809999995,True,Access
Algeria,2019,Gender gap for social media use,38.1800766,2.90900383,True,Access
Ecuador,2019,Gender gap for social media use,100.0,6.0,True,Access
Egypt,2019,Gender gap for social media use,37.32133102,2.8660665510000003,True,Access
Spain,2019,Gender gap for social media use,100.0,6.0,True,Access
Estonia,2019,Gender gap for social media use,100.0,6.0,True,Access
Ethiopia,2019,Gender gap for social media use,19.40818596,1.9704092979999999,True,Access
Finland,2019,Gender gap for social media use,100.0,6.0,True,Access
Fiji,2019,Gender gap for social media use,91.35308838,5.567654419,True,Access
France,2019,Gender gap for social media use,100.0,6.0,True,Access
Gabon,2019,Gender gap for social media use,69.54236603,4.477118301499999,True,Access
