Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Afghanistan,2019,Cellphone Signal Density,38.47999954,2.9239999770000002,True,Access
Angola,2019,Cellphone Signal Density,57.40000153,3.8700000764999998,True,Access
Albania,2019,Cellphone Signal Density,87.18600464,5.359300231999999,True,Access
United Arab Emirates,2019,Cellphone Signal Density,99.59999847,5.9799999235,True,Access
Argentina,2019,Cellphone Signal Density,83.70800018,5.185400009,True,Access
Armenia,2019,Cellphone Signal Density,87.59999847,5.3799999235,True,Access
Australia,2019,Cellphone Signal Density,99.41999817,5.9709999085,True,Access
Austria,2019,Cellphone Signal Density,99.09999847,5.9549999235,True,Access
Azerbaijan,2019,Cellphone Signal Density,84.0,5.2,True,Access
Burundi,2019,Cellphone Signal Density,31.36499977,2.5682499885,True,Access
Belgium,2019,Cellphone Signal Density,90.0,5.5,True,Access
Benin,2019,Cellphone Signal Density,63.39999771,4.1699998855,True,Access
Burkina Faso,2019,Cellphone Signal Density,39.24599838,2.9622999190000003,True,Access
Bangladesh,2019,Cellphone Signal Density,79.95999908,4.997999954,True,Access
Bulgaria,2019,Cellphone Signal Density,90.0,5.5,True,Access
Bahrain,2019,Cellphone Signal Density,100.0,6.0,True,Access
Bahamas,2019,Cellphone Signal Density,89.09999847,5.4549999235,True,Access
Bosnia and Herzegovina,2019,Cellphone Signal Density,57.2159996,3.8607999800000004,True,Access
Belarus,2019,Cellphone Signal Density,82.40999603,5.1204998015,True,Access
Belize,2019,Cellphone Signal Density,86.90000153,5.3450000765,True,Access
Bolivia,2019,Cellphone Signal Density,75.14800262,4.757400131,True,Access
Brazil,2019,Cellphone Signal Density,85.18299866,5.259149933,True,Access
Barbados,2019,Cellphone Signal Density,85.7559967,5.2877998349999995,True,Access
Brunei Darussalam,2019,Cellphone Signal Density,82.28199768,5.114099884000001,True,Access
Bhutan,2019,Cellphone Signal Density,69.80000305,4.4900001525,True,Access
Botswana,2019,Cellphone Signal Density,75.76799774,4.788399887,True,Access
Central African Republic,2019,Cellphone Signal Density,20.76399994,2.0381999970000004,True,Access
Canada,2019,Cellphone Signal Density,89.1499939,5.457499695,True,Access
Switzerland,2019,Cellphone Signal Density,99.55999756,5.977999878,True,Access
Chile,2019,Cellphone Signal Density,88.62799835,5.431399917499999,True,Access
China,2019,Cellphone Signal Density,91.29000092,5.564500046,True,Access
Cote d'Ivoire,2019,Cellphone Signal Density,61.75600052,4.087800026,True,Access
Cameroon,2019,Cellphone Signal Density,64.90100098,4.245050049,True,Access
"Congo, Democratic Republic",2019,Cellphone Signal Density,42.1400032,3.10700016,True,Access
Congo,2019,Cellphone Signal Density,69.11999512,4.455999756,True,Access
Colombia,2019,Cellphone Signal Density,76.15599823,4.8077999115,True,Access
Comoros,2019,Cellphone Signal Density,76.28500366,4.814250183,True,Access
Cabo Verde,2019,Cellphone Signal Density,40.56200027,3.0281000135,True,Access
Costa Rica,2019,Cellphone Signal Density,83.33100128,5.166550064,True,Access
Cyprus,2019,Cellphone Signal Density,89.397995,5.46989975,True,Access
Czechia,2019,Cellphone Signal Density,89.74000549,5.4870002745,True,Access
Germany,2019,Cellphone Signal Density,91.76667023,5.5883335115,True,Access
Denmark,2019,Cellphone Signal Density,89.59999847,5.4799999235,True,Access
Dominican Republic,2019,Cellphone Signal Density,88.35599518,5.417799758999999,True,Access
Algeria,2019,Cellphone Signal Density,72.68399811,4.6341999055,True,Access
Ecuador,2019,Cellphone Signal Density,82.07800293,5.1039001465,True,Access
Egypt,2019,Cellphone Signal Density,77.51999664,4.875999832,True,Access
Spain,2019,Cellphone Signal Density,96.46266937,5.8231334685,True,Access
Estonia,2019,Cellphone Signal Density,89.59999847,5.4799999235,True,Access
Ethiopia,2019,Cellphone Signal Density,71.6760025,4.583800125,True,Access
Finland,2019,Cellphone Signal Density,99.59899902,5.979949951,True,Access
Fiji,2019,Cellphone Signal Density,86.6000061,5.3300003049999995,True,Access
France,2019,Cellphone Signal Density,89.33999634,5.466999817,True,Access
Gabon,2019,Cellphone Signal Density,53.15599823,3.6577999115,True,Access
United Kingdom,2019,Cellphone Signal Density,97.71533203,5.8857666015,True,Access
Georgia,2019,Cellphone Signal Density,79.9980011,4.9999000549999995,True,Access
Ghana,2019,Cellphone Signal Density,72.47899628,4.6239498139999995,True,Access
Guinea,2019,Cellphone Signal Density,42.55599976,3.127799988,True,Access
Gambia,2019,Cellphone Signal Density,57.38400269,3.8692001344999998,True,Access
Guinea-Bissau,2019,Cellphone Signal Density,70.68000031,4.5340000155,True,Access
Greece,2019,Cellphone Signal Density,89.18999481,5.4594997405,True,Access
Guatemala,2019,Cellphone Signal Density,82.54000092,5.127000046,True,Access
