Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,HRAssociation
Afghanistan,2019,Gender gap in mobile usage,0.0,1.0,True,Access
Angola,2019,Gender gap in mobile usage,57.71231079,3.8856155395,True,Access
Albania,2019,Gender gap in mobile usage,67.74193573,4.3870967865,True,Access
United Arab Emirates,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Argentina,2019,Gender gap in mobile usage,99.65052795,5.982526397499999,True,Access
Armenia,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Australia,2019,Gender gap in mobile usage,92.83154297,5.6415771485,True,Access
Austria,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Azerbaijan,2019,Gender gap in mobile usage,79.16667175,4.9583335875,True,Access
Burundi,2019,Gender gap in mobile usage,10.56910133,1.5284550665,True,Access
Belgium,2019,Gender gap in mobile usage,93.26599121,5.6632995605,True,Access
Benin,2019,Gender gap in mobile usage,33.33333206,2.666666603,True,Access
Burkina Faso,2019,Gender gap in mobile usage,38.27160645,2.9135803225,True,Access
Bangladesh,2019,Gender gap in mobile usage,2.323335409,1.11616677045,True,Access
Bulgaria,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Bahrain,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Bahamas,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Bosnia and Herzegovina,2019,Gender gap in mobile usage,81.88405609,5.0942028045,True,Access
Belarus,2019,Gender gap in mobile usage,92.59259033,5.6296295165,True,Access
Belize,2019,Gender gap in mobile usage,89.33228302,5.466614151,True,Access
Bolivia,2019,Gender gap in mobile usage,71.32616425,4.566308212500001,True,Access
Brazil,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Barbados,2019,Gender gap in mobile usage,96.30023193,5.8150115965,True,Access
Brunei Darussalam,2019,Gender gap in mobile usage,92.9864502,5.649322509999999,True,Access
Bhutan,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Botswana,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Central African Republic,2019,Gender gap in mobile usage,45.73643112,3.286821556,True,Access
Canada,2019,Gender gap in mobile usage,78.02198029,4.9010990145,True,Access
Switzerland,2019,Gender gap in mobile usage,92.67399597,5.6336997985,True,Access
Chile,2019,Gender gap in mobile usage,100.0,6.0,True,Access
China,2019,Gender gap in mobile usage,97.18959045,5.859479522499999,True,Access
Cote d'Ivoire,2019,Gender gap in mobile usage,70.46897888,4.523448944,True,Access
Cameroon,2019,Gender gap in mobile usage,75.30864716,4.765432358,True,Access
"Congo, Democratic Republic",2019,Gender gap in mobile usage,0.0,1.0,True,Access
Congo,2019,Gender gap in mobile usage,81.98197937,5.0990989685,True,Access
Colombia,2019,Gender gap in mobile usage,96.6302948,5.83151474,True,Access
Comoros,2019,Gender gap in mobile usage,54.73251343,3.7366256714999997,True,Access
Cabo Verde,2019,Gender gap in mobile usage,80.41005707,5.0205028535,True,Access
Costa Rica,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Cyprus,2019,Gender gap in mobile usage,83.16498566,5.158249283,True,Access
Czechia,2019,Gender gap in mobile usage,92.9078064,5.645390320000001,True,Access
Germany,2019,Gender gap in mobile usage,88.88889313,5.4444446565,True,Access
Denmark,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Dominican Republic,2019,Gender gap in mobile usage,85.20994568,5.260497284,True,Access
Algeria,2019,Gender gap in mobile usage,79.88915253,4.9944576265,True,Access
Ecuador,2019,Gender gap in mobile usage,91.76954651,5.5884773254999995,True,Access
Egypt,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Spain,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Estonia,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Ethiopia,2019,Gender gap in mobile usage,0.0,1.0,True,Access
Finland,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Fiji,2019,Gender gap in mobile usage,88.71710968,5.435855484,True,Access
France,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Gabon,2019,Gender gap in mobile usage,92.33716583,5.6168582915,True,Access
United Kingdom,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Georgia,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Ghana,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Guinea,2019,Gender gap in mobile usage,20.45454597,2.0227272985,True,Access
Gambia,2019,Gender gap in mobile usage,53.48836899,3.6744184495,True,Access
Guinea-Bissau,2019,Gender gap in mobile usage,47.19798279,3.3598991395,True,Access
Greece,2019,Gender gap in mobile usage,85.5072403,5.275362015000001,True,Access
Guatemala,2019,Gender gap in mobile usage,64.62081909,4.2310409545,True,Access
Guyana,2019,Gender gap in mobile usage,99.54163361,5.9770816805,True,Access
Hong Kong,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Honduras,2019,Gender gap in mobile usage,78.07017517,4.903508758499999,True,Access
Croatia,2019,Gender gap in mobile usage,89.24730682,5.462365341,True,Access
Haiti,2019,Gender gap in mobile usage,82.22222137,5.1111110685,True,Access
Hungary,2019,Gender gap in mobile usage,96.41577148,5.820788574,True,Access
Indonesia,2019,Gender gap in mobile usage,65.54933167,4.277466583500001,True,Access
India,2019,Gender gap in mobile usage,33.90550613,2.6952753065,True,Access
Ireland,2019,Gender gap in mobile usage,89.01098633,5.450549316499999,True,Access
Iran,2019,Gender gap in mobile usage,49.82078552,3.4910392760000004,True,Access
Iraq,2019,Gender gap in mobile usage,53.90070724,3.695035362,True,Access
Iceland,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Israel,2019,Gender gap in mobile usage,100.0,6.0,True,Access
Italy,2019,Gender gap in mobile usage,93.19728088,5.659864044,True,Access
Jamaica,2019,Gender gap in mobile usage,85.96491241,5.2982456205,True,Access
Jordan,2019,Gender gap in mobile usage,85.34798431,5.2673992155,True,Access
Japan,2019,Gender gap in mobile usage,88.88889313,5.4444446565,True,Access
Kazakhstan,2019,Gender gap in mobile usage,85.81560516,5.290780258000001,True,Access
Kenya,2019,Gender gap in mobile usage,81.74703979,5.0873519895,True,Access
Kyrgyzstan,2019,Gender gap in mobile usage,100.0,6.0,True,Access
